DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType
"66928",66928,Mk10,,88,264,95,4,948,,,,,0,00:45:30 26-Apr-2014,08:35:34 20-May-2014,24,00:00:00 26-Apr-2014,00:00:00 20-May-2014,24,,,
