DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"66928",66928,Mk10,DS,1,0,0,,,00:45:30 26-Apr-2014,K,,,,,,,,401650000,,
"66928",66928,Mk10,DS,6,0,0,106,89,00:52:08 26-Apr-2014,P,1,60.62111282,-178.09333801,,,,,401677585,,
"66928",66928,Mk10,DS,1,0,0,,,00:48:26 26-Apr-2014,K,,,,,,,,401650000,,
"66928",66928,Mk10,DS,1,0,0,,,01:23:51 26-Apr-2014,L,B,60.62222290,-178.09416199,,,,,401677576,,
"66928",66928,Mk10,DS,1,0,0,,,01:23:51 26-Apr-2014,A,B,60.62305450,-178.09500122,,,,,401677578,,
"66928",66928,Mk10,DS,1,0,0,,,02:15:30 26-Apr-2014,N,B,60.62277603,-178.09388733,,,,,401677616,,
"66928",66928,Mk10,DS,3,0,0,282,214,02:25:05 26-Apr-2014,K,A,60.61388779,-178.08778381,,,,,401677618,,
"66928",66928,Mk10,DS,5,0,1,151,121,02:32:28 26-Apr-2014,P,2,60.61722183,-178.07388306,,,,,401677621,,
"66928",66928,Mk10,DS,4,0,0,97,51,02:58:46 26-Apr-2014,A,1,60.62555695,-178.07861328,,,,,401677623,,
"66928",66928,Mk10,DS,2,0,0,150,150,02:59:49 26-Apr-2014,L,B,60.63222122,-178.10166931,,,,,401677623,,
"66928",66928,Mk10,DS,3,0,0,188,172,03:53:03 26-Apr-2014,N,A,60.63472366,-178.06388855,,,,,401677622,,
"66928",66928,Mk10,DS,8,2,1,,,04:05:19 26-Apr-2014,K,2,60.63360977,-178.06639099,,,,,401677624,,
"66928",66928,Mk10,DS,2,0,1,345,345,04:34:15 26-Apr-2014,R,B,60.63305664,-178.08139038,,,,,401677618,,
"66928",66928,Mk10,DS,1,0,0,,,04:41:59 26-Apr-2014,L,B,60.63222122,-178.08222961,,,,,401677621,,
"66928",66928,Mk10,DS,1,0,1,,,05:35:21 26-Apr-2014,B,B,60.63555527,-178.07638550,,,,,401677613,,
"66928",66928,Mk10,DS,1,0,1,,,05:35:21 26-Apr-2014,N,B,60.64166641,-178.04695129,,,,,401677631,,
"66928",66928,Mk10,DS,2,0,0,398,398,06:16:24 26-Apr-2014,A,B,60.70083237,-178.01943970,,,,,401677621,,
"66928",66928,Mk10,DS,1,0,0,,,06:13:05 26-Apr-2014,R,B,60.65694427,-178.02667236,,,,,401677578,,
"66928",66928,Mk10,DS,1,0,0,,,06:19:43 26-Apr-2014,L,B,60.63499832,-178.07861328,,,,,401677630,,
"66928",66928,Mk10,DS,1,0,0,,,07:49:38 26-Apr-2014,A,B,60.64194489,-178.07556152,,,,,401677629,,
"66928",66928,Mk10,DS,1,0,0,,,07:49:38 26-Apr-2014,R,B,60.63777924,-178.07833862,,,,,401677606,,
"66928",66928,Mk10,DS,1,0,1,,,08:50:15 26-Apr-2014,B,2,60.77305603,-178.00277710,,,,,401677627,,
"66928",66928,Mk10,DS,3,0,0,178,43,08:50:15 26-Apr-2014,B,A,60.78944397,-177.97084045,,,,,401677622,,
"66928",66928,Mk10,DS,6,0,3,62,43,09:30:01 26-Apr-2014,R,1,60.76861191,-178.02416992,,,,,401677627,,
"66928",66928,Mk10,DS,5,0,0,98,44,09:32:29 26-Apr-2014,A,3,60.76861191,-178.01554871,,,,,401677627,,
"66928",66928,Mk10,DS,5,0,2,99,44,09:39:14 26-Apr-2014,L,3,60.76694489,-178.02027893,,,,,401677627,,
"66928",66928,Mk10,DS,2,0,1,210,210,11:22:11 26-Apr-2014,P,B,60.76388931,-178.03666687,,,,,401677615,,
"66928",66928,Mk10,DS,1,0,1,,,11:20:26 26-Apr-2014,A,B,60.76361084,-178.02944946,,,,,401677627,,
"66928",66928,Mk10,DS,1,0,0,,,13:04:52 26-Apr-2014,P,B,60.76583481,-178.04666138,,,,,401677562,,
"66928",66928,Mk10,DS,1,0,1,,,14:18:42 26-Apr-2014,N,B,60.76610947,-178.04556274,,,,,401677574,,
"66928",66928,Mk10,DS,1,0,1,,,14:28:20 26-Apr-2014,R,B,60.76916504,-178.05389404,,,,,401677608,,
"66928",66928,Mk10,DS,2,0,1,44,44,14:43:25 26-Apr-2014,P,B,60.88833237,-177.92388916,,,,,401677613,,
"66928",66928,Mk10,DS,2,0,0,416,416,15:56:30 26-Apr-2014,N,B,60.93361282,-177.81527710,,,,,401677613,,
"66928",66928,Mk10,DS,1,0,0,,,16:09:34 26-Apr-2014,K,B,60.93444443,-177.80444336,,,,,401677590,,
"66928",66928,Mk10,DS,1,0,1,,,16:26:17 26-Apr-2014,P,B,60.93555450,-177.81666565,,,,,401677620,,
"66928",66928,Mk10,DS,3,0,2,89,89,00:12:54 27-Apr-2014,B,A,61.02527618,-177.83666992,,,,,401677549,,
"66928",66928,Mk10,DS,6,0,2,89,89,00:17:21 27-Apr-2014,N,2,61.06083298,-177.90110779,,,,,401677528,,
"66928",66928,Mk10,DS,2,0,0,89,89,00:24:01 27-Apr-2014,K,A,61.06027603,-177.90138245,,,,,401677528,,
"66928",66928,Mk10,DS,9,0,1,89,89,00:43:18 27-Apr-2014,P,1,61.05638885,-177.91166687,,,,,401677523,,
"66928",66928,Mk10,DS,8,0,0,139,89,00:58:08 27-Apr-2014,A,2,61.05805588,-177.91333008,,,,,401677524,,
"66928",66928,Mk10,DS,7,0,0,103,89,01:56:44 27-Apr-2014,N,3,61.06000137,-177.92111206,,,,,401677524,,
"66928",66928,Mk10,DS,5,0,0,89,89,02:02:40 27-Apr-2014,K,3,61.06166840,-177.91806030,,,,,401677524,,
"66928",66928,Mk10,DS,4,0,0,118,89,02:22:41 27-Apr-2014,P,1,61.05555725,-177.91027832,,,,,401677524,,
