DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue
"99280",99280,0.500000,Mk10,,02:36:47 28-Apr-2014,02:36:57 28-Apr-2014,10,,,,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:11:59 28-Apr-2014,03:12:09 28-Apr-2014,10,1,60.65166855,-178.09638977,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:13:31 28-Apr-2014,03:13:41 28-Apr-2014,10,1,60.65166855,-178.09638977,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:14:32 28-Apr-2014,03:14:42 28-Apr-2014,10,1,60.65166855,-178.09638977,,0,0,,689,3.440,,,-1.00,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:17:39 28-Apr-2014,03:17:49 28-Apr-2014,10,1,60.65166855,-178.09638977,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:18:59 28-Apr-2014,03:19:09 28-Apr-2014,10,1,60.65166855,-178.09638977,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:26:01 28-Apr-2014,03:26:11 28-Apr-2014,10,3,60.64222336,-178.10110474,,0,0,,693,3.376,1.088,0.360,-1.00,-2.5,0.0,1,,,,,,,,,,,255,255,80,,,,,,,
"99280",99280,0.500000,Mk10,,03:28:30 28-Apr-2014,03:28:40 28-Apr-2014,10,3,60.64222336,-178.10110474,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:29:54 28-Apr-2014,03:30:05 28-Apr-2014,11,B,60.65027618,-178.09750366,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:32:09 28-Apr-2014,03:32:20 28-Apr-2014,11,3,60.64222336,-178.10110474,,0,0,,697,3.376,,,-1.10,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:34:25 28-Apr-2014,03:34:36 28-Apr-2014,11,3,60.64222336,-178.10110474,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:54:41 28-Apr-2014,03:54:52 28-Apr-2014,11,A,60.64305496,-178.10610962,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:57:52 28-Apr-2014,03:58:02 28-Apr-2014,10,A,60.64305496,-178.10610962,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,04:13:24 28-Apr-2014,04:13:34 28-Apr-2014,10,B,60.63805389,-178.11833191,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,04:16:01 28-Apr-2014,04:16:11 28-Apr-2014,10,B,60.63805389,-178.11833191,,0,0,,717,3.312,,,-1.50,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,07:35:13 28-Apr-2014,07:35:23 28-Apr-2014,10,A,60.68638992,-178.19667053,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99280",99280,0.500000,Mk10,,03:17:10 29-Apr-2014,03:17:21 29-Apr-2014,11,1,60.90555573,-178.16000366,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
