DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"99280",99280,Mk10,DS,1,0,0,,,02:36:57 28-Apr-2014,L,,,,,,,,401650000,,
"99280",99280,Mk10,DS,1,0,1,,,03:12:09 28-Apr-2014,B,,,,,,,,401650000,,
"99280",99280,Mk10,DS,5,0,0,105,61,03:15:30 28-Apr-2014,K,1,60.65166855,-178.09638977,,,,,401677414,,
"99280",99280,Mk10,DS,4,0,0,168,136,03:33:27 28-Apr-2014,N,3,60.64222336,-178.10110474,,,,,401677417,,
"99280",99280,Mk10,DS,1,0,0,,,03:30:04 28-Apr-2014,R,B,60.65027618,-178.09750366,,,,,401677418,,
"99280",99280,Mk10,DS,2,0,0,190,190,03:55:39 28-Apr-2014,A,A,60.64305496,-178.10610962,,,,,401677418,,
"99280",99280,Mk10,DS,1,0,1,,,03:54:51 28-Apr-2014,P,B,60.64666748,-178.10110474,,,,,401677413,,
"99280",99280,Mk10,DS,2,0,0,157,157,04:14:52 28-Apr-2014,L,B,60.63805389,-178.11833191,,,,,401677418,,
"99280",99280,Mk10,DS,4,2,1,,,04:58:43 28-Apr-2014,K,3,60.64361191,-178.14305115,,,,,401677415,,
"99280",99280,Mk10,DS,1,0,0,,,04:53:51 28-Apr-2014,B,B,60.63805389,-178.11833191,,,,,401677420,,
"99280",99280,Mk10,DS,4,1,1,,,05:10:36 28-Apr-2014,R,2,60.64749908,-178.15554810,,,,,401677412,,
"99280",99280,Mk10,DS,3,1,1,,,05:11:10 28-Apr-2014,N,A,60.64444351,-178.15277100,,,,,401677414,,
"99280",99280,Mk10,DS,1,0,0,,,05:32:17 28-Apr-2014,A,B,60.64749908,-178.15583801,,,,,401677421,,
"99280",99280,Mk10,DS,1,0,1,,,05:57:57 28-Apr-2014,L,B,60.64749908,-178.15554810,,,,,401677421,,
"99280",99280,Mk10,DS,3,0,0,45,45,06:31:44 28-Apr-2014,B,A,60.65999985,-178.17166138,,,,,401677413,,
"99280",99280,Mk10,DS,3,0,0,92,45,06:40:13 28-Apr-2014,K,A,60.66333389,-178.15611267,,,,,401677414,,
"99280",99280,Mk10,DS,9,2,3,,,06:50:37 28-Apr-2014,R,2,60.67555618,-178.17277527,,,,,401677414,,
"99280",99280,Mk10,DS,5,1,0,,,07:09:05 28-Apr-2014,A,3,60.68333435,-178.20222473,,,,,401677416,,
"99280",99280,Mk10,DS,3,0,1,103,81,07:35:37 28-Apr-2014,L,A,60.68638992,-178.19667053,,,,,401677410,,
"99280",99280,Mk10,DS,1,0,0,,,08:05:01 28-Apr-2014,B,B,60.70138931,-178.23472595,,,,,401677407,,
"99280",99280,Mk10,DS,1,0,0,,,08:32:23 28-Apr-2014,R,B,60.70027924,-178.23388672,,,,,401677415,,
"99280",99280,Mk10,DS,4,0,1,216,45,08:47:08 28-Apr-2014,A,1,60.69305420,-178.19694519,,,,,401677412,,
"99280",99280,Mk10,DS,3,0,2,152,99,09:16:01 28-Apr-2014,L,A,60.69527817,-178.20472717,,,,,401677413,,
"99280",99280,Mk10,DS,2,0,1,46,46,09:48:08 28-Apr-2014,B,A,60.70277786,-178.20416260,,,,,401677409,,
"99280",99280,Mk10,DS,1,0,0,,,10:05:55 28-Apr-2014,R,B,60.70611191,-178.20639038,,,,,401677413,,
"99280",99280,Mk10,DS,6,0,3,49,45,10:32:26 28-Apr-2014,A,2,60.70944595,-178.20777893,,,,,401677409,,
"99280",99280,Mk10,DS,5,0,0,81,58,12:41:26 28-Apr-2014,P,3,60.72527695,-178.22749329,,,,,401677410,,
"99280",99280,Mk10,DS,1,0,0,,,13:19:45 28-Apr-2014,R,B,60.73083496,-178.23277283,,,,,401677413,,
"99280",99280,Mk10,DS,2,0,0,428,428,14:20:54 28-Apr-2014,P,B,60.73916626,-178.24000549,,,,,401677407,,
"99280",99280,Mk10,DS,2,0,0,85,85,15:02:15 28-Apr-2014,R,B,60.75888824,-178.25750732,,,,,401677404,,
"99280",99280,Mk10,DS,1,0,0,,,15:20:40 28-Apr-2014,K,B,60.75944519,-178.25778198,,,,,401677404,,
"99280",99280,Mk10,DS,3,0,0,250,53,15:34:12 28-Apr-2014,N,A,60.78583145,-178.22805786,,,,,401677412,,
"99280",99280,Mk10,DS,2,0,1,46,46,16:03:39 28-Apr-2014,P,B,60.78777695,-178.23056030,,,,,401677405,,
"99280",99280,Mk10,DS,1,0,0,,,16:41:54 28-Apr-2014,R,B,60.80138779,-178.24305725,,,,,401677407,,
"99280",99280,Mk10,DS,5,0,3,160,46,16:56:39 28-Apr-2014,K,2,60.80222321,-178.24333191,,,,,401677410,,
"99280",99280,Mk10,DS,1,0,1,,,17:17:17 28-Apr-2014,N,B,60.80527878,-178.24583435,,,,,401677407,,
"99280",99280,Mk10,DS,3,0,0,46,46,17:43:36 28-Apr-2014,P,A,60.80138779,-178.24305725,,,,,401677404,,
"99280",99280,Mk10,DS,5,0,1,75,46,18:18:37 28-Apr-2014,R,2,60.82333374,-178.20195007,,,,,401677408,,
"99280",99280,Mk10,DS,1,0,0,,,18:38:54 28-Apr-2014,K,B,60.82333374,-178.20195007,,,,,401677408,,
"99280",99280,Mk10,DS,7,0,3,119,46,18:55:34 28-Apr-2014,N,2,60.84305573,-178.21249390,,,,,401677413,,
"99280",99280,Mk10,DS,4,0,0,46,46,19:18:28 28-Apr-2014,P,B,60.85805511,-178.21611023,,,,,401677404,,
"99280",99280,Mk10,DS,1,0,0,,,19:48:05 28-Apr-2014,L,B,60.85361099,-178.21611023,,,,,401677406,,
"99280",99280,Mk10,DS,2,0,0,46,46,20:09:18 28-Apr-2014,B,B,60.86999893,-178.21611023,,,,,401677407,,
"99280",99280,Mk10,DS,3,0,2,123,94,20:20:20 28-Apr-2014,K,A,60.87388992,-178.20138550,,,,,401677408,,
"99280",99280,Mk10,DS,1,0,0,,,00:00:11 29-Apr-2014,N,B,60.97722244,-178.19583130,,,,,401677360,,
"99280",99280,Mk10,DS,8,0,1,104,91,00:20:59 29-Apr-2014,P,2,60.88000107,-178.19055176,,,,,401677360,,
"99280",99280,Mk10,DS,4,0,1,121,91,00:16:52 29-Apr-2014,A,2,60.88666534,-178.19805908,,,,,401677360,,
"99280",99280,Mk10,DS,3,0,1,136,91,00:43:24 29-Apr-2014,L,A,60.88083267,-178.19250488,,,,,401677357,,
"99280",99280,Mk10,DS,2,0,0,91,91,01:09:57 29-Apr-2014,K,B,60.89611053,-178.20222473,,,,,401677357,,
"99280",99280,Mk10,DS,7,0,2,106,91,01:34:13 29-Apr-2014,N,2,60.88833237,-178.20832825,,,,,401677355,,
"99280",99280,Mk10,DS,2,0,1,91,91,01:59:14 29-Apr-2014,A,B,60.88861084,-178.20832825,,,,,401677349,,
"99280",99280,Mk10,DS,2,0,0,91,91,02:02:31 29-Apr-2014,P,A,60.88416672,-178.19360352,,,,,401677356,,
"99280",99280,Mk10,DS,5,0,0,91,91,02:53:05 29-Apr-2014,K,3,60.90499878,-178.19749451,,,,,401677349,,
"99280",99280,Mk10,DS,6,0,0,91,91,03:18:06 29-Apr-2014,N,1,60.90555573,-178.16000366,,,,,401677354,,
"99280",99280,Mk10,DS,1,0,1,,,03:37:04 29-Apr-2014,A,B,60.91416550,-178.16139221,,,,,401677379,,
"99280",99280,Mk10,DS,1,0,1,,,03:43:08 29-Apr-2014,P,B,60.88472366,-178.19221497,,,,,401677369,,
"99280",99280,Mk10,DS,1,0,0,,,04:05:53 29-Apr-2014,L,B,60.89361191,-178.19332886,,,,,401677394,,
"99280",99280,Mk10,DS,1,0,1,,,04:30:51 29-Apr-2014,K,B,60.93416595,-178.19500732,,,,,401677413,,
"99280",99280,Mk10,DS,2,0,1,65,65,04:42:43 29-Apr-2014,R,B,60.93555450,-178.19444275,,,,,401677424,,
"99280",99280,Mk10,DS,1,0,1,,,05:01:16 29-Apr-2014,N,B,60.93638992,-178.19528198,,,,,401677420,,
"99280",99280,Mk10,DS,1,0,1,,,05:42:31 29-Apr-2014,L,B,60.97944260,-178.19360352,,,,,401677413,,
"99280",99280,Mk10,DS,1,0,0,,,06:21:34 29-Apr-2014,R,B,61.00500107,-178.19416809,,,,,401677426,,
"99280",99280,Mk10,DS,3,0,1,70,63,06:49:08 29-Apr-2014,A,A,61.00500107,-178.19082642,,,,,401677421,,
"99280",99280,Mk10,DS,1,0,1,,,07:24:35 29-Apr-2014,L,B,61.02500153,-178.19305420,,,,,401677417,,
"99280",99280,Mk10,DS,1,0,1,,,07:46:14 29-Apr-2014,B,B,61.03805542,-178.19360352,,,,,401677414,,
"99280",99280,Mk10,DS,1,0,0,,,08:32:19 29-Apr-2014,A,B,61.04805374,-178.19277954,,,,,401677423,,
"99280",99280,Mk10,DS,3,0,1,102,47,09:05:21 29-Apr-2014,L,A,61.05055618,-178.22193909,,,,,401677417,,
"99280",99280,Mk10,DS,2,0,1,46,46,12:31:19 29-Apr-2014,P,B,61.04916763,-178.21028137,,,,,401677428,,
"99280",99280,Mk10,DS,4,0,0,79,46,14:10:13 29-Apr-2014,P,2,61.00722122,-178.26306152,,,,,401677413,,
"99280",99280,Mk10,DS,4,0,2,151,50,14:31:04 29-Apr-2014,R,1,61.00138855,-178.27055359,,,,,401677416,,
"99280",99280,Mk10,DS,2,0,1,91,91,14:53:21 29-Apr-2014,K,B,61.01638794,-178.27278137,,,,,401677409,,
"99280",99280,Mk10,DS,6,0,0,91,91,15:22:10 29-Apr-2014,N,2,61.01583481,-178.29194641,,,,,401677405,,
"99280",99280,Mk10,DS,3,0,3,91,91,00:01:43 30-Apr-2014,A,A,61.01610947,-178.41610718,,,,,401677406,,
"99280",99280,Mk10,DS,8,0,1,91,91,00:03:14 30-Apr-2014,P,3,61.02416611,-178.43333435,,,,,401677409,,
"99280",99280,Mk10,DS,3,0,0,91,91,00:33:34 30-Apr-2014,L,A,61.02861023,-178.44833374,,,,,401677413,,
"99280",99280,Mk10,DS,4,0,0,91,91,00:49:29 30-Apr-2014,K,2,61.02861023,-178.45722961,,,,,401677412,,
"99280",99280,Mk10,DS,1,0,1,,,00:56:19 30-Apr-2014,B,B,61.02805710,-178.45722961,,,,,401677410,,
"99280",99280,Mk10,DS,2,0,0,91,91,01:24:22 30-Apr-2014,N,B,61.03722382,-178.47999573,,,,,401677407,,
"99280",99280,Mk10,DS,1,0,0,,,01:38:47 30-Apr-2014,A,B,61.03888702,-178.48445129,,,,,401677411,,
"99280",99280,Mk10,DS,10,0,2,303,91,01:50:55 30-Apr-2014,P,3,61.03805542,-178.48971558,,,,,401677410,,
"99280",99280,Mk10,DS,1,0,1,,,03:05:36 30-Apr-2014,N,B,61.04972076,-178.51611328,,,,,401677417,,
"99280",99280,Mk10,DS,1,0,0,,,04:54:50 30-Apr-2014,A,B,61.06000137,-178.53944397,,,,,401677434,,
