DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"99282",99282,Mk10,DS,8,0,0,55,43,05:36:03 28-Apr-2014,A,2,60.66138840,-178.06832886,,,,,401677421,,
"99282",99282,Mk10,DS,9,0,0,452,88,05:52:46 28-Apr-2014,L,B,60.65999985,-178.06860352,,,,,401677421,,
"99282",99282,Mk10,DS,9,0,2,88,88,07:09:11 28-Apr-2014,A,3,60.66527939,-178.06555176,,,,,401677419,,
"99282",99282,Mk10,DS,9,0,0,88,88,07:39:37 28-Apr-2014,L,3,60.66722107,-178.06971741,,,,,401677418,,
"99282",99282,Mk10,DS,4,0,0,117,88,08:09:41 28-Apr-2014,B,2,60.67139053,-178.07388306,,,,,401677417,,
"99282",99282,Mk10,DS,6,0,0,105,87,08:29:44 28-Apr-2014,R,3,60.67083359,-178.07444763,,,,,401677418,,
"99282",99282,Mk10,DS,11,0,1,61,43,08:50:57 28-Apr-2014,A,3,60.67555618,-178.07499695,,,,,401677417,,
"99282",99282,Mk10,DS,2,0,0,264,264,09:15:13 28-Apr-2014,L,B,60.67722321,-178.07695007,,,,,401677418,,
"99282",99282,Mk10,DS,1,0,1,,,10:09:29 28-Apr-2014,R,B,60.68083191,-178.07943726,,,,,401677427,,
"99282",99282,Mk10,DS,3,0,1,132,88,10:36:52 28-Apr-2014,A,A,60.68888855,-178.09944153,,,,,401677422,,
"99282",99282,Mk10,DS,1,0,0,,,10:57:53 28-Apr-2014,L,B,60.69027710,-178.10278320,,,,,401677423,,
"99282",99282,Mk10,DS,6,0,3,88,88,12:37:37 28-Apr-2014,P,3,60.71277618,-178.09527588,,,,,401677418,,
"99282",99282,Mk10,DS,4,0,0,88,88,13:22:21 28-Apr-2014,R,2,60.72166824,-178.09527588,,,,,401677420,,
"99282",99282,Mk10,DS,1,0,0,,,00:00:05 29-Apr-2014,N,B,60.81944275,-178.10388184,,,,,401677367,,
"99282",99282,Mk10,DS,6,5,0,,,00:14:44 29-Apr-2014,A,1,60.82500076,-177.97583008,,,,,401677369,,
"99282",99282,Mk10,DS,6,4,1,,,00:21:35 29-Apr-2014,P,0,60.81638718,-177.92944336,,,,,401677362,,
"99282",99282,Mk10,DS,7,5,0,,,00:43:20 29-Apr-2014,L,B,60.81111145,-177.93333435,,,,,401677369,,
"99282",99282,Mk10,DS,6,5,0,,,01:15:14 29-Apr-2014,K,2,60.81111145,-177.99555969,,,,,401677395,,
"99282",99282,Mk10,DS,6,2,1,,,01:34:26 29-Apr-2014,N,2,60.81694412,-177.95832825,,,,,401677401,,
"99282",99282,Mk10,DS,4,1,1,,,01:55:12 29-Apr-2014,A,A,60.81611252,-177.96221924,,,,,401677408,,
"99282",99282,Mk10,DS,5,2,2,,,02:03:16 29-Apr-2014,P,3,60.82416534,-177.96360779,,,,,401677405,,
"99282",99282,Mk10,DS,4,1,1,,,02:22:20 29-Apr-2014,L,2,60.83027649,-177.97027588,,,,,401677389,,
"99282",99282,Mk10,DS,8,7,0,,,02:52:24 29-Apr-2014,K,1,60.84583282,-177.92195129,,,,,401677390,,
"99282",99282,Mk10,DS,7,6,0,,,03:17:35 29-Apr-2014,N,1,60.84222412,-177.97111511,,,,,401677367,,
"99282",99282,Mk10,DS,2,0,2,176,176,03:34:12 29-Apr-2014,A,B,60.81861115,-177.95611572,,,,,401677373,,
"99282",99282,Mk10,DS,1,0,0,,,04:05:00 29-Apr-2014,L,B,60.85055542,-177.96360779,,,,,401677358,,
"99282",99282,Mk10,DS,7,5,1,,,04:32:52 29-Apr-2014,K,1,60.85972214,-177.89971924,,,,,401677407,,
"99282",99282,Mk10,DS,3,2,0,,,04:37:16 29-Apr-2014,R,A,60.85805511,-177.94528198,,,,,401677412,,
"99282",99282,Mk10,DS,3,0,2,264,264,05:03:40 29-Apr-2014,N,2,60.86805725,-177.92138672,,,,,401677413,,
"99282",99282,Mk10,DS,5,3,1,,,05:13:56 29-Apr-2014,A,2,60.87194443,-177.90638733,,,,,401677412,,
"99282",99282,Mk10,DS,8,5,2,,,05:39:36 29-Apr-2014,L,2,60.86444473,-177.88278198,,,,,401677407,,
"99282",99282,Mk10,DS,13,8,1,,,06:06:44 29-Apr-2014,B,A,60.87583160,-177.87527466,,,,,401677417,,
"99282",99282,Mk10,DS,5,4,0,,,06:49:16 29-Apr-2014,A,3,60.88027954,-177.84861755,,,,,401677420,,
"99282",99282,Mk10,DS,8,5,1,,,07:20:55 29-Apr-2014,L,3,60.88360977,-177.82360840,,,,,401677420,,
"99282",99282,Mk10,DS,5,2,2,,,07:48:06 29-Apr-2014,B,2,60.87694550,-177.82278442,,,,,401677420,,
"99282",99282,Mk10,DS,7,4,2,,,07:59:07 29-Apr-2014,R,3,60.87666702,-177.80610657,,,,,401677419,,
"99282",99282,Mk10,DS,1,0,0,,,08:27:32 29-Apr-2014,A,B,60.88472366,-177.80000305,,,,,401677419,,
"99282",99282,Mk10,DS,3,0,1,66,52,00:02:56 30-Apr-2014,A,1,60.96583176,-177.87472534,,,,,401677417,,
"99282",99282,Mk10,DS,8,3,1,,,00:03:25 30-Apr-2014,P,2,60.97499847,-177.90306091,,,,,401677419,,
"99282",99282,Mk10,DS,7,1,1,,,00:31:26 30-Apr-2014,L,3,60.98027802,-177.90943909,,,,,401677417,,
"99282",99282,Mk10,DS,3,0,0,88,88,00:51:03 30-Apr-2014,K,A,60.98389053,-177.90333557,,,,,401677425,,
"99282",99282,Mk10,DS,1,0,1,,,00:52:31 30-Apr-2014,B,B,60.98305511,-177.90722656,,,,,401677422,,
"99282",99282,Mk10,DS,7,2,0,,,01:23:42 30-Apr-2014,N,3,60.99250031,-177.95249939,,,,,401677419,,
"99282",99282,Mk10,DS,3,0,2,88,88,01:37:38 30-Apr-2014,A,A,60.99833298,-177.95750427,,,,,401677419,,
"99282",99282,Mk10,DS,6,1,1,,,01:51:34 30-Apr-2014,P,3,61.00333405,-177.95333862,,,,,401677421,,
"99282",99282,Mk10,DS,4,0,1,117,88,02:27:45 30-Apr-2014,K,1,61.01166534,-177.98583984,,,,,401677422,,
"99282",99282,Mk10,DS,5,1,1,,,03:06:57 30-Apr-2014,N,2,61.03527832,-177.96861267,,,,,401677423,,
"99282",99282,Mk10,DS,2,0,1,88,88,03:14:26 30-Apr-2014,A,B,61.03333282,-177.97749329,,,,,401677427,,
"99282",99282,Mk10,DS,3,0,2,176,88,04:07:29 30-Apr-2014,R,A,61.04888916,-178.00250244,,,,,401677417,,
"99282",99282,Mk10,DS,6,3,0,,,04:07:59 30-Apr-2014,K,3,61.06194305,-178.00666809,,,,,401677421,,
"99282",99282,Mk10,DS,1,0,1,,,04:13:55 30-Apr-2014,B,B,61.04888916,-178.00250244,,,,,401677422,,
"99282",99282,Mk10,DS,2,0,0,176,176,04:46:13 30-Apr-2014,N,B,61.06916809,-178.00944519,,,,,401677425,,
