DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"66949",66949,Mk10,DS,3,0,0,135,90,04:15:26 15-Apr-2014,N,A,60.40972137,-177.00778198,,,,,401677446,,
"66949",66949,Mk10,DS,3,0,0,96,90,05:04:00 15-Apr-2014,A,A,60.40916824,-177.00999451,,,,,401677452,,
"66949",66949,Mk10,DS,3,0,0,59,45,05:13:49 15-Apr-2014,L,A,60.41194534,-177.01194763,,,,,401677457,,
"66949",66949,Mk10,DS,3,0,0,59,45,05:14:53 15-Apr-2014,R,A,60.41305542,-177.01499939,,,,,401677453,,
"66949",66949,Mk10,DS,2,0,1,45,45,05:15:25 15-Apr-2014,K,B,60.41444397,-177.01194763,,,,,401677457,,
"66949",66949,Mk10,DS,1,0,1,,,06:49:34 15-Apr-2014,L,B,60.41333389,-177.01527405,,,,,401677467,,
"66949",66949,Mk10,DS,2,0,1,398,398,08:24:54 15-Apr-2014,A,B,60.43666840,-177.04028320,,,,,401677457,,
"66949",66949,Mk10,DS,4,0,3,220,47,08:33:45 15-Apr-2014,L,2,60.43583298,-177.05000305,,,,,401677457,,
"66949",66949,Mk10,DS,2,0,1,307,307,08:36:42 15-Apr-2014,R,B,60.43527603,-177.05250549,,,,,401677458,,
"66949",66949,Mk10,DS,2,0,1,566,566,09:57:24 15-Apr-2014,A,B,60.43222046,-177.07249451,,,,,401677456,,
"66949",66949,Mk10,DS,1,0,1,,,10:12:35 15-Apr-2014,R,B,60.43500137,-177.07417297,,,,,401677453,,
"66949",66949,Mk10,DS,1,0,1,,,10:12:35 15-Apr-2014,L,B,60.43527603,-177.07527161,,,,,401677446,,
"66949",66949,Mk10,DS,1,0,0,,,11:38:36 15-Apr-2014,P,B,60.43972397,-177.08639526,,,,,401677467,,
"66949",66949,Mk10,DS,1,0,1,,,13:26:28 15-Apr-2014,P,B,60.44194412,-177.09832764,,,,,401677482,,
"66949",66949,Mk10,DS,1,0,1,,,13:34:08 15-Apr-2014,R,B,60.43249893,-177.08277893,,,,,401677456,,
