DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType
"99279",99279,Mk10,,75,251,96,2,440,,,,,0,02:36:31 26-Apr-2014,09:01:47 13-May-2014,17,02:00:00 26-Apr-2014,19:44:02 12-May-2014,17,,,
