DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"38549",38549,Mk10,DS,1,0,0,,,03:45:27 29-Apr-2014,P,,,,,,,,401650000,,
"38549",38549,Mk10,DS,2,0,0,288,288,03:59:15 29-Apr-2014,L,,,,,,,,401650000,,
"38549",38549,Mk10,DS,2,0,0,257,257,04:31:47 29-Apr-2014,K,B,61.01416779,-177.51083374,,,,,401677365,,
"38549",38549,Mk10,DS,3,1,1,,,04:39:29 29-Apr-2014,R,1,61.02722168,-177.48944092,,,,,401677357,,
"38549",38549,Mk10,DS,2,0,1,185,185,05:04:21 29-Apr-2014,N,B,61.02027893,-177.48971558,,,,,401677358,,
"38549",38549,Mk10,DS,3,0,0,278,277,05:08:59 29-Apr-2014,A,A,61.02750015,-177.45472717,,,,,401677358,,
"38549",38549,Mk10,DS,4,0,1,207,44,05:40:13 29-Apr-2014,L,0,61.02805710,-177.40695190,,,,,401677356,,
"38549",38549,Mk10,DS,2,0,1,285,285,06:07:17 29-Apr-2014,B,B,61.01750183,-177.39416504,,,,,401677352,,
"38549",38549,Mk10,DS,2,0,0,259,259,06:16:21 29-Apr-2014,K,B,61.01750183,-177.39083862,,,,,401677374,,
"38549",38549,Mk10,DS,2,0,1,314,314,06:21:19 29-Apr-2014,R,A,61.01527786,-177.33583069,,,,,401677361,,
"38549",38549,Mk10,DS,2,0,0,219,219,06:55:08 29-Apr-2014,A,B,60.98777771,-177.35221863,,,,,401677339,,
"38549",38549,Mk10,DS,2,0,2,295,295,07:23:26 29-Apr-2014,L,B,60.99000168,-177.34805298,,,,,401677350,,
"38549",38549,Mk10,DS,2,0,1,257,257,07:51:43 29-Apr-2014,B,B,60.96805573,-177.21110535,,,,,401677362,,
"38549",38549,Mk10,DS,3,0,0,269,261,07:58:18 29-Apr-2014,R,A,60.98916626,-177.13888550,,,,,401677365,,
"38549",38549,Mk10,DS,2,0,2,266,266,08:30:13 29-Apr-2014,A,B,60.98055649,-177.12971497,,,,,401677356,,
"38549",38549,Mk10,DS,2,0,0,484,484,09:04:33 29-Apr-2014,L,B,61.01222229,-176.93695068,,,,,401677361,,
"38549",38549,Mk10,DS,1,0,1,,,09:22:07 29-Apr-2014,B,B,61.01222229,-176.93666077,,,,,401677352,,
"38549",38549,Mk10,DS,2,0,2,44,44,09:37:10 29-Apr-2014,R,B,60.99944305,-176.92361450,,,,,401677371,,
"38549",38549,Mk10,DS,3,0,0,259,44,10:09:20 29-Apr-2014,A,A,60.99555588,-176.96833801,,,,,401677340,,
"38549",38549,Mk10,DS,2,0,2,264,264,10:44:33 29-Apr-2014,L,B,60.98361206,-176.97721863,,,,,401677337,,
"38549",38549,Mk10,DS,2,0,0,261,261,11:13:03 29-Apr-2014,R,B,60.96500015,-176.98916626,,,,,401677334,,
"38549",38549,Mk10,DS,6,0,1,145,44,12:25:17 29-Apr-2014,P,1,60.86583328,-176.72193909,,,,,401677370,,
"38549",38549,Mk10,DS,1,0,0,,,12:49:09 29-Apr-2014,R,B,60.86583328,-176.72193909,,,,,401677321,,
"38549",38549,Mk10,DS,3,0,1,133,44,13:46:03 29-Apr-2014,N,A,60.88277817,-176.64805603,,,,,401677370,,
"38549",38549,Mk10,DS,2,0,0,519,519,14:07:46 29-Apr-2014,P,B,60.88555527,-176.61721802,,,,,401677367,,
"38549",38549,Mk10,DS,3,0,0,208,203,14:28:19 29-Apr-2014,R,A,60.85638809,-176.58166504,,,,,401677362,,
"38549",38549,Mk10,DS,2,0,0,250,250,14:54:45 29-Apr-2014,K,B,60.85889053,-176.56443787,,,,,401677383,,
"38549",38549,Mk10,DS,2,0,1,273,273,15:24:47 29-Apr-2014,N,B,60.86555481,-176.55250549,,,,,401677379,,
"38549",38549,Mk10,DS,2,0,0,267,267,15:47:54 29-Apr-2014,P,B,60.87111282,-176.54417419,,,,,401677359,,
"38549",38549,Mk10,DS,2,0,0,214,214,16:10:49 29-Apr-2014,R,B,60.82222366,-176.43972778,,,,,401677353,,
"38549",38549,Mk10,DS,4,0,0,248,236,16:29:54 29-Apr-2014,K,1,60.82611084,-176.39971924,,,,,401677372,,
"38549",38549,Mk10,DS,4,0,0,252,240,17:02:32 29-Apr-2014,N,0,60.82527924,-176.37944031,,,,,401677359,,
"38549",38549,Mk10,DS,2,0,0,276,276,17:29:04 29-Apr-2014,P,B,60.83305740,-176.40554810,,,,,401677350,,
"38549",38549,Mk10,DS,3,0,1,258,255,17:46:50 29-Apr-2014,R,A,60.81083298,-176.28527832,,,,,401677366,,
"38549",38549,Mk10,DS,2,0,0,245,245,18:19:04 29-Apr-2014,K,B,60.82277679,-176.26972961,,,,,401677362,,
"38549",38549,Mk10,DS,2,0,1,252,252,18:46:48 29-Apr-2014,N,B,60.81027603,-176.28582764,,,,,401677342,,
"38549",38549,Mk10,DS,1,0,1,,,18:55:54 29-Apr-2014,A,B,60.78361130,-176.32444763,,,,,401677380,,
"38549",38549,Mk10,DS,1,0,0,,,19:11:24 29-Apr-2014,P,B,60.78388977,-176.30583191,,,,,401677332,,
"38549",38549,Mk10,DS,3,0,3,279,271,19:26:25 29-Apr-2014,L,A,60.79138947,-176.10028076,,,,,401677390,,
"38549",38549,Mk10,DS,1,0,1,,,19:50:53 29-Apr-2014,B,B,60.81916809,-176.26943970,,,,,401677401,,
"38549",38549,Mk10,DS,2,0,2,296,296,19:50:53 29-Apr-2014,K,B,60.79722214,-176.08082581,,,,,401677362,,
"38549",38549,Mk10,DS,1,0,0,,,20:26:47 29-Apr-2014,N,B,60.79333496,-176.11166382,,,,,401677312,,
"38549",38549,Mk10,DS,2,0,0,346,346,20:41:00 29-Apr-2014,A,B,60.75805664,-176.10194397,,,,,401677343,,
"38549",38549,Mk10,DS,2,0,1,260,260,20:51:36 29-Apr-2014,P,B,60.77166748,-176.08694458,,,,,401677329,,
"38549",38549,Mk10,DS,3,0,1,157,44,21:10:53 29-Apr-2014,L,A,60.80583191,-175.94778442,,,,,401677374,,
"38549",38549,Mk10,DS,2,0,2,654,654,21:27:39 29-Apr-2014,B,B,60.79138947,-176.14778137,,,,,401677366,,
"38549",38549,Mk10,DS,1,0,0,,,21:32:50 29-Apr-2014,K,B,60.80916595,-175.94305420,,,,,401677353,,
"38549",38549,Mk10,DS,2,0,0,204,204,22:05:23 29-Apr-2014,N,B,60.83333206,-175.93499756,,,,,401677324,,
"38549",38549,Mk10,DS,5,0,1,177,161,22:20:59 29-Apr-2014,A,0,60.85472107,-175.91055298,,,,,401677363,,
"38549",38549,Mk10,DS,4,0,1,188,184,22:23:55 29-Apr-2014,P,1,60.84333420,-175.82556152,,,,,401677365,,
"38549",38549,Mk10,DS,3,0,2,271,248,22:46:58 29-Apr-2014,L,A,60.82777786,-175.80027771,,,,,401677362,,
"38549",38549,Mk10,DS,4,0,1,143,44,23:09:51 29-Apr-2014,B,0,60.81388855,-175.78111267,,,,,401677352,,
"38549",38549,Mk10,DS,2,0,0,44,44,23:09:51 29-Apr-2014,K,B,60.85055542,-175.81138611,,,,,401677342,,
"38549",38549,Mk10,DS,4,0,0,147,44,23:47:01 29-Apr-2014,N,0,60.81111145,-175.76472473,,,,,401677346,,
"38549",38549,Mk10,DS,4,0,1,141,44,23:56:19 29-Apr-2014,A,1,60.80722046,-175.71694946,,,,,401677354,,
"38549",38549,Mk10,DS,3,0,1,205,204,00:02:39 30-Apr-2014,P,0,60.79416656,-175.73693848,,,,,401677354,,
"38549",38549,Mk10,DS,2,0,0,269,269,00:29:55 30-Apr-2014,L,B,60.79360962,-175.74139404,,,,,401677357,,
"38549",38549,Mk10,DS,3,0,0,285,283,00:48:32 30-Apr-2014,K,A,60.78833389,-175.66444397,,,,,401677363,,
"38549",38549,Mk10,DS,3,0,0,280,280,01:23:48 30-Apr-2014,N,A,60.76416779,-175.61027527,,,,,401677364,,
"38549",38549,Mk10,DS,2,0,1,287,287,01:35:25 30-Apr-2014,A,B,60.75833511,-175.60055542,,,,,401677363,,
"38549",38549,Mk10,DS,3,0,1,238,225,01:51:12 30-Apr-2014,P,A,60.75166702,-175.59138489,,,,,401677363,,
"38549",38549,Mk10,DS,1,0,1,,,02:13:33 30-Apr-2014,L,B,60.75138855,-175.56777954,,,,,401677355,,
"38549",38549,Mk10,DS,3,0,1,293,278,02:30:52 30-Apr-2014,K,A,60.73833466,-175.53472900,,,,,401677362,,
"38549",38549,Mk10,DS,2,0,0,269,269,03:08:23 30-Apr-2014,N,A,60.72583389,-175.48138428,,,,,401677365,,
"38549",38549,Mk10,DS,1,0,1,,,03:15:33 30-Apr-2014,A,B,60.72194290,-175.48944092,,,,,401677363,,
"38549",38549,Mk10,DS,1,0,1,,,03:33:34 30-Apr-2014,P,B,60.74555588,-175.50222778,,,,,401677363,,
"38549",38549,Mk10,DS,2,0,1,295,295,03:48:11 30-Apr-2014,L,B,60.75138855,-175.47666931,,,,,401677351,,
"38549",38549,Mk10,DS,1,0,0,,,04:07:41 30-Apr-2014,R,B,60.74944305,-175.45722961,,,,,401677382,,
"38549",38549,Mk10,DS,1,0,1,,,04:07:41 30-Apr-2014,K,B,60.74139023,-175.44027710,,,,,401677335,,
"38549",38549,Mk10,DS,4,0,2,138,43,04:48:43 30-Apr-2014,N,0,60.72194290,-175.33250427,,,,,401677354,,
"38549",38549,Mk10,DS,2,0,2,276,276,04:53:50 30-Apr-2014,A,A,60.69944382,-175.29916382,,,,,401677362,,
"38549",38549,Mk10,DS,2,0,0,302,302,05:25:43 30-Apr-2014,L,B,60.70777893,-175.24417114,,,,,401677367,,
"38549",38549,Mk10,DS,1,0,1,,,05:49:47 30-Apr-2014,B,B,60.70972061,-175.23138428,,,,,401677359,,
"38549",38549,Mk10,DS,2,0,1,280,280,05:52:07 30-Apr-2014,R,B,60.70722198,-175.23944092,,,,,401677361,,
