DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"99277",99277,Mk10,DS,4,0,0,178,89,04:53:19 12-Apr-2014,N,3,60.64500046,-177.93194580,,,,,401677557,,
"99277",99277,Mk10,DS,8,0,0,89,89,04:48:52 12-Apr-2014,K,3,60.64527893,-177.93222046,,,,,401677556,,
"99277",99277,Mk10,DS,2,0,0,88,88,05:17:37 12-Apr-2014,R,B,60.64611053,-177.93194580,,,,,401677566,,
"99277",99277,Mk10,DS,1,0,0,,,05:50:57 12-Apr-2014,L,B,60.64611053,-177.93194580,,,,,401677564,,
"99277",99277,Mk10,DS,1,0,0,,,06:06:01 12-Apr-2014,A,B,60.64555740,-177.93278503,,,,,401677564,,
"99277",99277,Mk10,DS,2,0,0,74,74,06:32:19 12-Apr-2014,K,A,60.64110947,-177.90916443,,,,,401677564,,
"99277",99277,Mk10,DS,1,0,0,,,06:48:48 12-Apr-2014,R,B,60.64527893,-177.93222046,,,,,401677570,,
"99277",99277,Mk10,DS,1,0,1,,,07:04:42 12-Apr-2014,B,B,60.64527893,-177.93278503,,,,,401677568,,
"99277",99277,Mk10,DS,1,0,1,,,07:48:08 12-Apr-2014,A,B,60.64527893,-177.93278503,,,,,401677566,,
"99277",99277,Mk10,DS,1,0,0,,,08:35:35 12-Apr-2014,B,B,60.64527893,-177.93278503,,,,,401677568,,
"99277",99277,Mk10,DS,1,0,0,,,08:35:35 12-Apr-2014,R,B,60.64555740,-177.93278503,,,,,401677567,,
"99277",99277,Mk10,DS,1,0,1,,,09:15:24 12-Apr-2014,L,B,60.64694595,-177.93167114,,,,,401677580,,
"99277",99277,Mk10,DS,2,0,0,63,63,09:26:38 12-Apr-2014,A,B,60.65611267,-177.93722534,,,,,401677587,,
"99277",99277,Mk10,DS,1,0,0,,,10:13:25 12-Apr-2014,R,B,60.65833282,-177.92805481,,,,,401677558,,
"99277",99277,Mk10,DS,1,0,1,,,10:15:48 12-Apr-2014,B,B,60.65666580,-177.93360901,,,,,401677573,,
"99277",99277,Mk10,DS,2,0,2,44,44,11:02:52 12-Apr-2014,A,B,60.66583252,-177.90777588,,,,,401677578,,
"99277",99277,Mk10,DS,4,0,2,97,44,11:46:30 12-Apr-2014,R,1,60.68611145,-177.85194397,,,,,401677577,,
"99277",99277,Mk10,DS,2,0,1,46,46,12:12:30 12-Apr-2014,P,B,60.69666672,-177.84777832,,,,,401677572,,
"99277",99277,Mk10,DS,1,0,0,,,13:28:13 12-Apr-2014,R,B,60.71055603,-177.81361389,,,,,401677575,,
"99277",99277,Mk10,DS,9,0,3,70,43,13:52:25 12-Apr-2014,P,3,60.75860977,-177.87249756,,,,,401677570,,
"99277",99277,Mk10,DS,7,0,1,89,89,15:02:07 12-Apr-2014,R,3,60.77333450,-177.87722778,,,,,401677562,,
"99277",99277,Mk10,DS,3,0,1,178,89,15:13:29 12-Apr-2014,K,A,60.77222061,-177.88166809,,,,,401677554,,
"99277",99277,Mk10,DS,13,0,2,140,89,15:16:57 12-Apr-2014,N,3,60.77333450,-177.89305115,,,,,401677558,,
"99277",99277,Mk10,DS,8,0,1,89,89,16:42:14 12-Apr-2014,R,3,60.77333450,-177.92027283,,,,,401677563,,
"99277",99277,Mk10,DS,6,0,0,89,89,16:55:35 12-Apr-2014,K,3,60.77444458,-177.92333984,,,,,401677565,,
"99277",99277,Mk10,DS,8,0,1,89,89,16:55:35 12-Apr-2014,N,2,60.77472305,-177.92443848,,,,,401677564,,
"99277",99277,Mk10,DS,5,0,2,89,89,17:14:08 12-Apr-2014,P,2,60.77249908,-177.91860962,,,,,401677569,,
"99277",99277,Mk10,DS,9,0,0,133,89,18:22:22 12-Apr-2014,R,3,60.77222061,-177.94639587,,,,,401677565,,
"99277",99277,Mk10,DS,5,0,0,89,89,18:39:25 12-Apr-2014,N,3,60.77166748,-177.95027161,,,,,401677565,,
"99277",99277,Mk10,DS,1,0,0,,,18:56:29 12-Apr-2014,P,B,60.77416611,-177.95222473,,,,,401677566,,
"99277",99277,Mk10,DS,1,0,1,,,23:59:51 12-Apr-2014,P,B,60.81333160,-177.97389221,,,,,401677563,,
"99277",99277,Mk10,DS,4,0,0,89,89,00:41:23 13-Apr-2014,L,2,60.72722244,-178.13333130,,,,,401677566,,
"99277",99277,Mk10,DS,5,0,2,89,89,00:47:19 13-Apr-2014,A,3,60.72888947,-178.13389587,,,,,401677558,,
"99277",99277,Mk10,DS,3,0,0,133,89,01:05:37 13-Apr-2014,K,A,60.72666550,-178.14582825,,,,,401677558,,
"99277",99277,Mk10,DS,6,0,0,106,89,01:14:23 13-Apr-2014,N,2,60.72638702,-178.14999390,,,,,401677556,,
"99277",99277,Mk10,DS,1,0,1,,,01:40:25 13-Apr-2014,P,B,60.72638702,-178.14999390,,,,,401677564,,
"99277",99277,Mk10,DS,1,0,1,,,02:50:45 13-Apr-2014,N,B,60.72638702,-178.14999390,,,,,401677571,,
"99277",99277,Mk10,DS,1,0,1,,,02:50:45 13-Apr-2014,K,B,60.72638702,-178.15028381,,,,,401677575,,
"99277",99277,Mk10,DS,1,0,0,,,04:25:22 13-Apr-2014,K,B,60.72194290,-178.14778137,,,,,401677550,,
"99277",99277,Mk10,DS,1,0,0,,,04:36:41 13-Apr-2014,N,B,60.72194290,-178.14694214,,,,,401677558,,
"99277",99277,Mk10,DS,1,0,1,,,04:46:25 13-Apr-2014,R,B,60.71666718,-178.14639282,,,,,401677586,,
"99277",99277,Mk10,DS,1,0,0,,,05:40:53 13-Apr-2014,L,B,60.71638870,-178.14778137,,,,,401677600,,
"99277",99277,Mk10,DS,1,0,1,,,06:24:35 13-Apr-2014,R,B,60.71472168,-178.14778137,,,,,401677617,,
"99277",99277,Mk10,DS,1,0,0,,,07:18:49 13-Apr-2014,L,B,60.70944595,-178.14443970,,,,,401677592,,
"99277",99277,Mk10,DS,2,0,1,524,524,07:18:49 13-Apr-2014,A,B,60.71805573,-178.15805054,,,,,401677567,,
"99277",99277,Mk10,DS,1,0,1,,,08:00:18 13-Apr-2014,R,B,60.69194412,-178.32722473,,,,,401677585,,
"99277",99277,Mk10,DS,4,0,0,125,67,08:59:18 13-Apr-2014,L,3,60.65861130,-178.33694458,,,,,401677572,,
"99277",99277,Mk10,DS,2,0,0,166,166,09:01:28 13-Apr-2014,A,B,60.65777588,-178.33610535,,,,,401677572,,
"99277",99277,Mk10,DS,1,0,1,,,09:55:55 13-Apr-2014,B,B,60.65111160,-178.33778381,,,,,401677571,,
"99277",99277,Mk10,DS,1,0,1,,,10:40:05 13-Apr-2014,L,B,60.64749908,-178.33888245,,,,,401677560,,
"99277",99277,Mk10,DS,1,0,0,,,10:47:18 13-Apr-2014,A,B,60.64666748,-178.33944702,,,,,401677559,,
"99277",99277,Mk10,DS,1,0,0,,,12:04:29 13-Apr-2014,P,B,60.63750076,-178.34194946,,,,,401677571,,
"99277",99277,Mk10,DS,2,0,1,147,147,12:55:20 13-Apr-2014,R,B,60.63583374,-178.34416199,,,,,401677581,,
"99277",99277,Mk10,DS,5,0,1,121,44,13:42:07 13-Apr-2014,P,2,60.63444519,-178.39666748,,,,,401677573,,
"99277",99277,Mk10,DS,1,0,1,,,14:31:33 13-Apr-2014,R,B,60.62944412,-178.41528320,,,,,401677574,,
"99277",99277,Mk10,DS,1,0,0,,,15:08:20 13-Apr-2014,N,B,60.62666702,-178.42611694,,,,,401677573,,
"99277",99277,Mk10,DS,2,0,1,569,569,15:21:56 13-Apr-2014,P,B,60.62861252,-178.41944885,,,,,401677573,,
"99277",99277,Mk10,DS,2,0,1,83,83,16:15:33 13-Apr-2014,R,B,60.63000107,-178.41082764,,,,,401677570,,
"99277",99277,Mk10,DS,1,0,0,,,16:26:23 13-Apr-2014,K,B,60.62749863,-178.41860962,,,,,401677567,,
"99277",99277,Mk10,DS,1,0,0,,,16:47:23 13-Apr-2014,N,B,60.62861252,-178.41917419,,,,,401677567,,
"99277",99277,Mk10,DS,5,0,2,84,44,17:47:36 13-Apr-2014,R,3,60.65000153,-178.42750549,,,,,401677569,,
"99277",99277,Mk10,DS,4,0,0,115,80,18:11:55 13-Apr-2014,K,2,60.65416718,-178.42416382,,,,,401677572,,
"99277",99277,Mk10,DS,6,0,2,83,44,18:27:28 13-Apr-2014,N,3,60.65611267,-178.43444824,,,,,401677570,,
"99277",99277,Mk10,DS,4,0,1,102,86,18:45:40 13-Apr-2014,P,2,60.66027832,-178.44194031,,,,,401677569,,
"99277",99277,Mk10,DS,1,0,1,,,19:29:20 13-Apr-2014,L,B,60.66416550,-178.45027161,,,,,401677548,,
"99277",99277,Mk10,DS,1,0,1,,,19:29:20 13-Apr-2014,R,B,60.66333389,-178.45056152,,,,,401677539,,
"99277",99277,Mk10,DS,1,0,0,,,19:29:20 13-Apr-2014,A,B,60.66083145,-178.44555664,,,,,401677548,,
"99277",99277,Mk10,DS,2,0,1,89,89,19:47:53 13-Apr-2014,K,B,60.65999985,-178.44528198,,,,,401677542,,
"99277",99277,Mk10,DS,2,0,1,89,89,20:22:44 13-Apr-2014,P,A,60.65888977,-178.44999695,,,,,401677539,,
"99277",99277,Mk10,DS,1,0,1,,,20:22:44 13-Apr-2014,B,B,60.66110992,-178.44749451,,,,,401677544,,
"99277",99277,Mk10,DS,1,0,0,,,21:04:16 13-Apr-2014,L,B,60.65916824,-178.44972229,,,,,401677542,,
"99277",99277,Mk10,DS,3,0,0,89,89,00:28:02 14-Apr-2014,L,A,60.66694260,-178.49194336,,,,,401677540,,
"99277",99277,Mk10,DS,3,0,0,89,89,00:28:46 14-Apr-2014,A,A,60.66611099,-178.49638367,,,,,401677531,,
"99277",99277,Mk10,DS,2,0,1,89,89,00:40:38 14-Apr-2014,K,B,60.66638947,-178.49221802,,,,,401677533,,
"99277",99277,Mk10,DS,6,0,1,89,89,01:00:40 14-Apr-2014,N,3,60.66611099,-178.50305176,,,,,401677536,,
"99277",99277,Mk10,DS,5,0,0,89,89,01:22:55 14-Apr-2014,P,3,60.67277908,-178.49722290,,,,,401677537,,
"99277",99277,Mk10,DS,5,0,1,89,89,02:08:09 14-Apr-2014,L,B,60.67833328,-178.50666809,,,,,401677546,,
"99277",99277,Mk10,DS,3,0,0,133,89,02:22:44 14-Apr-2014,K,A,60.67889023,-178.50805664,,,,,401677546,,
"99277",99277,Mk10,DS,8,0,1,89,89,02:40:03 14-Apr-2014,N,1,60.68249893,-178.52082825,,,,,401677547,,
"99277",99277,Mk10,DS,1,0,0,,,03:03:47 14-Apr-2014,P,B,60.68000031,-178.51722717,,,,,401677550,,
"99277",99277,Mk10,DS,5,0,0,89,89,04:01:38 14-Apr-2014,K,2,60.69555664,-178.51249695,,,,,401677553,,
"99277",99277,Mk10,DS,3,0,0,178,89,04:26:21 14-Apr-2014,N,A,60.69916534,-178.51916504,,,,,401677552,,
"99277",99277,Mk10,DS,11,0,1,89,89,05:25:00 14-Apr-2014,A,3,60.70388794,-178.52221680,,,,,401677553,,
"99277",99277,Mk10,DS,3,0,0,89,89,05:42:30 14-Apr-2014,K,A,60.70666504,-178.52082825,,,,,401677553,,
"99277",99277,Mk10,DS,4,0,1,103,68,05:52:35 14-Apr-2014,R,3,60.70944595,-178.52389526,,,,,401677558,,
"99277",99277,Mk10,DS,1,0,1,,,06:20:45 14-Apr-2014,B,B,60.71138763,-178.53054810,,,,,401677567,,
"99277",99277,Mk10,DS,1,0,1,,,07:30:13 14-Apr-2014,R,B,60.70805740,-178.52694702,,,,,401677567,,
"99277",99277,Mk10,DS,3,0,2,337,101,08:38:04 14-Apr-2014,A,A,60.73444366,-178.55805969,,,,,401677575,,
"99277",99277,Mk10,DS,1,0,1,,,08:48:28 14-Apr-2014,L,B,60.72777939,-178.54777527,,,,,401677575,,
"99277",99277,Mk10,DS,1,0,1,,,09:05:58 14-Apr-2014,R,B,60.71944427,-178.53889465,,,,,401677583,,
"99277",99277,Mk10,DS,1,0,0,,,10:20:18 14-Apr-2014,A,B,60.73055649,-178.55000305,,,,,401677579,,
"99277",99277,Mk10,DS,1,0,0,,,10:31:43 14-Apr-2014,L,B,60.72833252,-178.55055237,,,,,401677569,,
"99277",99277,Mk10,DS,1,0,1,,,10:45:48 14-Apr-2014,R,B,60.73138809,-178.56027222,,,,,401677584,,
"99277",99277,Mk10,DS,1,0,0,,,11:53:01 14-Apr-2014,P,B,60.74888992,-178.58082581,,,,,401677568,,
"99277",99277,Mk10,DS,1,0,1,,,12:23:10 14-Apr-2014,R,B,60.75805664,-178.59165955,,,,,401677585,,
"99277",99277,Mk10,DS,6,0,0,89,89,00:10:58 15-Apr-2014,A,2,60.86027908,-178.85833740,,,,,401677516,,
"99277",99277,Mk10,DS,5,0,0,89,89,00:16:10 15-Apr-2014,L,2,60.87305450,-178.84416199,,,,,401677517,,
"99277",99277,Mk10,DS,6,0,0,89,89,00:52:30 15-Apr-2014,N,2,60.86888885,-178.87138367,,,,,401677508,,
"99277",99277,Mk10,DS,1,0,1,,,01:02:09 15-Apr-2014,B,B,60.86888885,-178.87138367,,,,,401677505,,
"99277",99277,Mk10,DS,7,0,0,89,89,01:14:01 15-Apr-2014,P,3,60.87083435,-178.87583923,,,,,401677504,,
"99277",99277,Mk10,DS,5,0,0,89,89,01:45:10 15-Apr-2014,A,1,60.88360977,-178.90194702,,,,,401677532,,
"99277",99277,Mk10,DS,7,0,0,89,89,01:52:35 15-Apr-2014,K,2,60.88194275,-178.87500000,,,,,401677527,,
"99277",99277,Mk10,DS,5,0,1,89,89,01:56:17 15-Apr-2014,L,2,60.88333511,-178.89999390,,,,,401677520,,
"99277",99277,Mk10,DS,6,0,0,106,89,02:33:44 15-Apr-2014,N,2,60.87694550,-178.91667175,,,,,401677534,,
"99277",99277,Mk10,DS,5,0,0,89,89,02:54:52 15-Apr-2014,P,1,60.88000107,-178.88139343,,,,,401677542,,
"99277",99277,Mk10,DS,4,0,1,89,89,03:25:17 15-Apr-2014,A,1,60.88416672,-178.89778137,,,,,401677552,,
"99277",99277,Mk10,DS,5,0,1,89,89,03:31:57 15-Apr-2014,L,3,60.88750076,-178.94250488,,,,,401677550,,
"99277",99277,Mk10,DS,8,0,0,89,89,03:31:57 15-Apr-2014,K,1,60.88722229,-178.94332886,,,,,401677550,,
"99277",99277,Mk10,DS,1,0,1,,,03:37:53 15-Apr-2014,R,B,60.88750076,-178.94194031,,,,,401677549,,
"99277",99277,Mk10,DS,1,0,0,,,04:18:53 15-Apr-2014,N,B,60.88972092,-178.96055603,,,,,401677569,,
