DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType
"99277",99277,Mk10,,52,1197,99,3,3082,,,,,0,04:44:25 12-Apr-2014,00:04:27 28-May-2014,46,04:33:00 12-Apr-2014,17:19:50 03-May-2014,22,,,
