DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
"40858",40858,Mk10,04:43:41 21-Apr-2014,,A,B,60.36888885,-178.01861572,CRC 63728.14421,04:43:36 21-Apr-2014,Status,0,1,42,74,228,248,240,,,,,,,,,,,,,,,,,,,,,,,,,
"40858",40858,Mk10,07:16:38 21-Apr-2014,,L,B,60.42333221,-178.03778076,CRC 34900.28079,02:55:00 21-Dec-2014,Behavior,184,133,75,42,45,252,82,88,15,184,168,184,149,4,234,66,120,8,138,46,23,9,128,84,24,10,4,91,251,167,69,
"40858",40858,Mk10,10:23:57 21-Apr-2014,,R,A,60.47499847,-178.10194397,CRC 35412.16229,00:55:00 21-Apr-2014,Behavior,184,165,73,42,13,252,82,120,15,184,40,184,133,4,226,66,120,8,10,46,23,9,128,84,26,10,4,0,9,112,92,
"40858",40858,Mk10,12:15:53 21-Apr-2014,,P,2,60.48389053,-178.11166382,CRC 50320.47966,06:46:00 21-Apr-2014,Behavior,188,73,9,42,107,177,184,0,76,44,35,174,0,166,96,176,57,1,73,192,224,104,1,254,7,13,16,203,137,54,0,
"40858",40858,Mk10,04:34:11 22-Apr-2014,,N,B,60.54444504,-178.67832947,CRC 28103.6334,00:47:00 22-Apr-2014,Behavior,182,220,121,44,11,194,141,137,83,150,245,14,148,130,193,65,130,160,33,209,19,132,128,182,242,70,37,2,48,64,0,
"40858",40858,Mk10,06:58:19 22-Apr-2014,,B,3,60.54222107,-178.80749512,Too short,,Behavior,184,135,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40858",40858,Mk10,19:25:50 22-Apr-2014,,K,3,60.72305679,-179.18167114,CRC 1262.2790,14:20:00 21-Apr-2014,Behavior,176,78,233,42,229,56,108,0,250,32,130,16,12,41,166,17,0,121,206,176,180,3,232,125,131,192,21,162,40,131,22,
"40858",40858,Mk10,00:25:13 23-Apr-2014,,K,1,60.86416626,-179.39860535,CRC 15730.31034,15:56:00 21-Apr-2014,Behavior,179,215,41,42,254,1,198,27,2,112,79,48,216,28,0,163,193,176,83,0,255,141,129,144,7,240,108,62,192,0,4,
"40858",40858,Mk10,01:07:10 23-Apr-2014,,N,1,60.87055588,-179.43194580,CRC 45447.47275,10:00:00 20-Jun-2012,DDNTimeline,235,24,113,170,36,65,6,112,167,120,115,243,218,195,150,111,225,253,255,255,195,54,229,159,52,200,16,,,,,
"40858",40858,Mk10,05:35:37 23-Apr-2014,,A,2,60.85805511,-179.53361511,CRC 5758.55695,17:03:00 22-Apr-2014,Behavior,177,103,233,45,16,194,145,140,65,120,3,248,70,6,64,41,56,156,11,132,63,166,224,82,2,128,143,192,160,0,0,
"40858",40858,Mk10,08:05:53 23-Apr-2014,,B,1,60.86000061,-179.59584045,CRC 43616.54104,15:04:00 22-Apr-2014,Behavior,186,166,9,44,241,1,231,26,194,80,15,233,164,21,0,169,209,148,145,1,72,1,160,96,2,135,4,193,192,80,0,
"40858",40858,Mk10,01:09:04 24-Apr-2014,,P,3,60.88527679,-179.87583923,CRC 28538.33604,04:28:00 22-Apr-2014,Behavior,182,247,169,44,71,2,162,12,160,140,5,13,138,97,40,10,106,6,193,240,20,216,109,132,160,40,108,61,11,64,0,
"40858",40858,Mk10,01:19:48 24-Apr-2014,,P,3,60.88527679,-179.87583923,CRC 2328.12322,08:11:00 22-Apr-2014,Behavior,176,145,137,44,130,193,21,60,130,96,20,107,7,128,224,25,225,120,255,0,239,0,38,238,156,142,43,188,44,220,130,
"40858",40858,Mk10,02:02:44 24-Apr-2014,,A,2,60.88527679,-179.88722229,CRC 53413.4272,14:13:00 22-Apr-2014,Behavior,189,10,89,44,227,65,139,50,199,80,12,208,24,29,130,67,199,177,176,19,174,26,141,65,25,3,172,238,4,0,0,
"40858",40858,Mk10,02:54:52 24-Apr-2014,,P,B,60.88583374,-179.90916443,CRC 7806.12193,17:03:00 22-Apr-2014,Behavior,177,231,233,45,16,194,145,140,65,120,3,248,102,6,64,41,56,156,11,192,127,166,224,82,2,128,143,192,160,0,0,
"40858",40858,Mk10,06:48:24 24-Apr-2014,,L,A,60.88305664,-179.99694824,CRC 43345.27808,11:34:00 22-Apr-2014,Behavior,186,149,25,44,184,162,149,198,176,144,3,172,53,132,160,31,225,108,100,5,72,203,11,38,204,253,151,187,44,249,209,
"40858",40858,Mk10,07:55:39 24-Apr-2014,,B,B,60.88111115,179.97389221,CRC 49933.30323,,Behavior,188,48,219,104,116,125,228,84,137,7,127,193,86,56,141,226,23,167,191,44,71,248,14,177,218,93,20,255,135,225,192,
"40858",40858,Mk10,08:37:09 24-Apr-2014,,A,1,60.88777924,179.91139221,CRC 38996.63445,00:55:00 21-Apr-2014,Behavior,185,133,73,42,13,252,82,89,15,184,170,57,135,4,249,72,148,180,147,101,171,81,52,182,232,220,251,22,14,125,48,
"40858",40858,Mk10,02:45:41 25-Apr-2014,,P,2,60.86166763,179.40028381,CRC 2328.19397,,Behavior,176,145,137,45,130,193,21,60,130,96,20,106,6,141,96,29,211,176,107,0,204,21,96,72,4,24,138,7,0,0,0,
"40858",40858,Mk10,08:28:22 25-Apr-2014,,R,1,60.87027740,179.23971558,CRC 40046.45541,10:50:00 22-Apr-2014,Behavior,185,198,233,44,172,129,174,50,67,128,14,48,54,17,128,127,128,48,144,3,144,9,132,96,22,106,170,170,170,170,170,
"40858",40858,Mk10,10:04:47 25-Apr-2014,,R,B,60.87305450,179.21028137,CRC 65532.48093,00:00:00 22-Apr-2014,Percent,239,255,201,44,6,168,8,169,121,48,100,30,0,16,0,0,0,1,0,16,0,2,96,0,1,28,0,,,,,
"40858",40858,Mk10,02:04:17 26-Apr-2014,,N,3,60.93000031,178.78138733,CRC 39298.62379,18:49:00 22-Apr-2014,Behavior,185,152,41,45,44,66,135,140,64,196,5,8,28,129,232,7,116,228,91,32,130,36,52,168,130,25,50,185,88,32,20,
"40858",40858,Mk10,03:47:01 26-Apr-2014,,N,1,60.92944336,178.78443909,CRC 32691.46610,07:11:00 22-Apr-2014,Behavior,183,251,57,44,114,194,180,15,64,168,5,78,31,131,73,42,117,1,66,192,20,38,98,5,32,0,58,7,84,200,135,
"40858",40858,Mk10,04:36:05 26-Apr-2014,,R,1,60.93083191,178.74528503,CRC 4782.8942,20:52:00 22-Apr-2014,Behavior,177,42,233,45,77,2,135,64,209,40,5,20,129,161,136,10,127,7,67,144,20,42,10,136,64,40,60,13,18,192,0,
"40858",40858,Mk10,06:18:49 26-Apr-2014,,R,3,60.92250061,178.72277832,CRC 24730.41131,08:53:00 22-Apr-2014,Behavior,182,9,169,44,141,65,120,44,130,0,12,129,68,15,128,101,13,32,120,3,36,97,8,32,22,0,172,89,0,64,0,
"40858",40858,Mk10,08:03:43 26-Apr-2014,,L,2,60.91722107,178.73638916,CRC 50924.54983,14:04:00 25-Apr-2014,Behavior,188,110,201,50,225,2,146,72,208,232,5,3,144,161,96,10,7,33,67,64,20,138,62,136,96,40,84,149,43,86,165,
"40858",40858,Mk10,09:36:09 26-Apr-2014,,R,B,60.91944504,178.73805237,CRC 8072.49059,00:00:00 24-Apr-2012,Percent,225,248,129,48,7,147,38,76,153,15,135,29,147,38,76,153,50,108,201,36,16,16,212,50,100,200,0,,,,,
"40858",40858,Mk10,11:19:56 26-Apr-2014,,A,B,60.91944504,178.73861694,CRC 63468.65516,00:00:00 22-Apr-2014,Percent,239,126,201,44,6,168,8,169,121,50,100,30,0,0,0,0,0,1,0,0,0,0,96,0,9,28,0,,,,,
"40858",40858,Mk10,00:12:22 27-Apr-2014,,B,A,60.99055481,178.46804810,CRC 60434.26643,08:44:00 26-Apr-2014,Behavior,190,193,41,52,139,2,144,71,80,204,5,4,139,161,120,10,37,25,68,96,15,168,202,33,4,117,195,80,184,0,0,
"40858",40858,Mk10,00:20:02 27-Apr-2014,,K,1,61.00277710,178.42304993,CRC 18158.59888,14:04:00 25-Apr-2014,Behavior,180,110,233,50,225,2,146,200,208,233,13,7,144,161,96,10,7,33,67,64,20,138,62,140,112,104,68,129,13,80,0,
"40858",40858,Mk10,00:46:06 27-Apr-2014,,P,1,61.00833511,178.42388916,CRC 61736.5924,12:27:00 23-Apr-2014,Behavior,191,18,137,46,198,192,58,48,2,3,67,88,194,2,192,32,139,0,72,122,150,112,34,66,133,144,196,13,8,0,4,
"40858",40858,Mk10,02:02:46 27-Apr-2014,,N,3,61.00722122,178.41888428,CRC 46285.17632,09:37:00 26-Apr-2014,Behavior,187,76,217,52,153,65,225,23,66,208,14,248,154,29,4,162,255,255,255,255,255,255,255,240,2,1,198,240,172,0,3,
"40858",40858,Mk10,02:22:42 27-Apr-2014,,P,3,61.00833511,178.41528320,CRC 38835.38803,07:54:00 25-Apr-2014,Behavior,185,123,57,50,125,130,143,74,209,232,21,16,12,129,72,7,192,68,42,129,61,192,225,226,65,175,53,3,96,0,0,
"40858",40858,Mk10,02:27:18 27-Apr-2014,,P,3,61.00833511,178.41528320,CRC 29526.55708,18:04:00 24-Apr-2014,Behavior,183,53,105,49,33,2,130,76,64,220,3,220,90,5,224,40,140,236,37,13,81,122,202,90,0,117,131,64,212,0,0,
"40858",40858,Mk10,02:48:46 27-Apr-2014,,L,0,60.98500061,178.38278198,CRC 35547.2779,14:22:00 26-Apr-2014,Behavior,184,173,185,52,229,128,130,20,130,32,6,201,212,14,128,99,136,64,144,3,68,78,4,192,24,179,16,35,0,0,0,
"40858",40858,Mk10,03:59:18 27-Apr-2014,,R,B,61.00527954,178.39999390,CRC 27140.22556,18:37:00 25-Apr-2014,Behavior,182,160,73,51,41,65,233,5,92,36,17,250,82,97,120,224,165,114,85,152,201,83,105,10,43,4,163,145,52,51,0,
"40858",40858,Mk10,04:17:42 27-Apr-2014,,A,B,60.99750137,178.41166687,CRC 33999.63495,18:58:00 24-Apr-2014,Behavior,184,76,249,49,46,129,132,68,203,152,113,17,131,13,208,122,124,63,27,230,63,11,231,63,57,208,167,145,191,207,199,
"40858",40858,Mk10,05:19:02 27-Apr-2014,,K,2,61.00944519,178.39750671,Too short,,Behavior,186,68,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40858",40858,Mk10,05:23:38 27-Apr-2014,,N,A,61.00916672,178.39860535,CRC 34071.8998,05:40:00 24-Apr-2014,Behavior,184,81,121,48,90,1,215,61,6,101,194,65,96,7,142,17,9,1,17,145,65,12,9,202,147,49,80,50,29,0,128,
"40858",40858,Mk10,06:00:26 27-Apr-2014,,R,3,61.00527954,178.36721802,CRC 44438.52028,11:20:00 25-Apr-2014,Behavior,186,217,105,50,181,2,129,233,209,32,5,16,144,161,248,7,212,149,22,64,63,35,168,170,2,13,201,81,136,0,0,
"40858",40858,Mk10,06:45:12 27-Apr-2014,,B,B,61.01610947,178.36444092,CRC 26628.47125,18:37:00 25-Apr-2014,Behavior,182,128,73,51,41,65,233,5,92,36,17,250,82,97,120,192,165,98,85,152,201,83,105,10,43,4,163,145,180,51,0,
"40858",40858,Mk10,07:24:11 27-Apr-2014,,R,A,61.04999924,178.39027405,CRC 42056.59469,,Behavior,186,68,137,113,248,32,15,31,150,194,111,101,65,103,247,41,32,175,196,206,81,146,181,175,144,238,242,136,219,206,129,
"40858",40858,Mk10,07:27:19 27-Apr-2014,,R,A,61.04999924,178.39027405,CRC 34199.50603,,Behavior,184,89,127,139,174,238,217,183,0,171,206,64,138,2,219,126,58,173,246,79,179,223,247,241,157,46,114,84,80,223,255,
"40858",40858,Mk10,07:30:08 27-Apr-2014,,A,2,61.04833221,178.38082886,CRC 11608.13197,22:00:00 21-Apr-2014,DDNTimeline,226,213,137,52,5,139,231,92,147,51,65,134,155,59,26,59,179,238,95,154,13,19,209,15,105,63,159,,,,,
"40858",40858,Mk10,07:32:14 27-Apr-2014,,A,2,61.04833221,178.38082886,CRC 61687.56710,21:50:00 07-Apr-2014,Behavior,191,15,121,15,92,132,64,51,71,83,138,124,63,79,192,4,165,190,228,180,243,140,157,40,210,54,95,17,120,23,254,
"40858",40858,Mk10,07:39:01 27-Apr-2014,,A,2,61.04833221,178.38082886,CRC 32432.30955,14:54:00 26-Apr-2014,Behavior,183,235,9,52,237,129,156,49,3,138,233,173,168,17,0,96,206,64,144,3,54,6,134,128,25,48,119,14,74,0,0,
"40858",40858,Mk10,08:35:37 27-Apr-2014,,B,0,61.05027771,178.38972473,CRC 19162.41767,,Behavior,180,173,169,53,229,128,130,20,130,33,6,201,212,14,144,99,136,64,16,3,68,78,4,165,241,13,242,206,247,243,215,
