DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"40858",40858,Mk10,DS,1,0,0,,,02:59:45 21-Apr-2014,N,,,,,,,,401650000,,
"40858",40858,Mk10,DS,1,0,0,,,02:59:45 21-Apr-2014,A,,,,,,,,401650000,,
"40858",40858,Mk10,DS,6,0,0,92,92,03:02:04 21-Apr-2014,N,,,,,,,,401650000,,
"40858",40858,Mk10,DS,1,0,0,,,03:02:04 21-Apr-2014,A,,,,,,,,401650000,,
"40858",40858,Mk10,DS,1,0,0,,,04:01:56 21-Apr-2014,L,B,60.36888885,-178.01861572,,,,,401677298,,
"40858",40858,Mk10,DS,1,0,0,,,04:25:34 21-Apr-2014,K,B,60.36888885,-178.01832581,,,,,401677308,,
"40858",40858,Mk10,DS,1,0,1,,,04:43:40 21-Apr-2014,A,B,60.36888885,-178.01861572,,,,,401677297,,
"40858",40858,Mk10,DS,2,0,0,215,215,04:48:05 21-Apr-2014,N,B,60.37222290,-177.99000549,,,,,401677320,,
"40858",40858,Mk10,DS,2,0,0,491,491,05:29:46 21-Apr-2014,R,B,60.38000107,-177.97639465,,,,,401677295,,
"40858",40858,Mk10,DS,1,0,0,,,05:33:51 21-Apr-2014,B,B,60.36999893,-178.02000427,,,,,401677325,,
"40858",40858,Mk10,DS,5,0,0,84,47,05:41:12 21-Apr-2014,L,1,60.42166519,-178.03222656,,,,,401677306,,
"40858",40858,Mk10,DS,2,0,0,182,182,06:22:54 21-Apr-2014,A,B,60.42250061,-178.03611755,,,,,401677303,,
"40858",40858,Mk10,DS,2,0,0,47,47,07:07:09 21-Apr-2014,R,B,60.42666626,-178.03222656,,,,,401677304,,
"40858",40858,Mk10,DS,1,0,1,,,07:16:37 21-Apr-2014,B,B,60.42333221,-178.03833008,,,,,401677306,,
"40858",40858,Mk10,DS,1,0,1,,,07:16:37 21-Apr-2014,L,B,60.42333221,-178.03778076,,,,,401677310,,
"40858",40858,Mk10,DS,1,0,1,,,07:56:44 21-Apr-2014,A,B,60.42416763,-178.03805542,,,,,401677318,,
"40858",40858,Mk10,DS,6,4,0,,,09:00:43 21-Apr-2014,L,2,60.46083450,-178.04722595,,,,,401677306,,
"40858",40858,Mk10,DS,7,5,0,,,09:34:16 21-Apr-2014,A,3,60.46333313,-178.08528137,,,,,401677306,,
"40858",40858,Mk10,DS,3,0,1,92,92,10:25:29 21-Apr-2014,R,A,60.47499847,-178.10194397,,,,,401677300,,
"40858",40858,Mk10,DS,4,0,2,1686,92,10:41:35 21-Apr-2014,L,B,60.47194290,-178.09165955,,,,,401677304,,
"40858",40858,Mk10,DS,4,1,2,,,12:17:25 21-Apr-2014,P,2,60.48389053,-178.11166382,,,,,401677305,,
"40858",40858,Mk10,DS,1,0,0,,,13:43:29 21-Apr-2014,R,B,60.49916840,-178.14443970,,,,,401677301,,
"40858",40858,Mk10,DS,7,3,2,,,13:55:26 21-Apr-2014,P,3,60.47611237,-178.14277649,,,,,401677310,,
"40858",40858,Mk10,DS,1,0,0,,,14:53:20 21-Apr-2014,K,B,60.48666763,-178.16610718,,,,,401677305,,
"40858",40858,Mk10,DS,1,0,0,,,15:20:39 21-Apr-2014,N,B,60.48361206,-178.17111206,,,,,401677307,,
"40858",40858,Mk10,DS,1,0,0,,,15:20:39 21-Apr-2014,R,B,60.48249817,-178.16583252,,,,,401677305,,
"40858",40858,Mk10,DS,1,0,0,,,15:41:02 21-Apr-2014,P,B,60.48527908,-178.17195129,,,,,401677301,,
"40858",40858,Mk10,DS,1,0,1,,,16:36:11 21-Apr-2014,K,B,60.49111176,-178.19277954,,,,,401677302,,
"40858",40858,Mk10,DS,1,0,0,,,17:17:35 21-Apr-2014,P,B,60.48972321,-178.19027710,,,,,401677317,,
"40858",40858,Mk10,DS,2,0,1,92,92,00:00:48 22-Apr-2014,P,B,60.55110931,-178.41111755,,,,,401677266,,
"40858",40858,Mk10,DS,1,0,0,,,00:15:22 22-Apr-2014,B,B,60.55277634,-178.41722107,,,,,401677271,,
"40858",40858,Mk10,DS,1,0,0,,,00:26:55 22-Apr-2014,L,B,60.55333328,-178.41888428,,,,,401677277,,
"40858",40858,Mk10,DS,1,0,0,,,00:46:35 22-Apr-2014,K,B,60.55638885,-178.42860413,,,,,401677313,,
"40858",40858,Mk10,DS,3,0,1,140,83,01:18:45 22-Apr-2014,N,A,60.54611206,-178.48722839,,,,,401677313,,
"40858",40858,Mk10,DS,5,0,2,95,66,02:07:19 22-Apr-2014,L,1,60.54138947,-178.56527710,,,,,401677311,,
"40858",40858,Mk10,DS,6,0,1,107,50,02:25:10 22-Apr-2014,K,3,60.54639053,-178.60194397,,,,,401677309,,
"40858",40858,Mk10,DS,4,0,0,128,48,02:40:10 22-Apr-2014,A,2,60.54527664,-178.61889648,,,,,401677306,,
"40858",40858,Mk10,DS,1,0,0,,,03:01:25 22-Apr-2014,N,B,60.54416656,-178.63999939,,,,,401677310,,
