DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"39490",39490,Mk10,DS,4,0,1,145,88,05:47:58 26-Apr-2014,K,3,60.63166809,-178.10221863,,,,,401677186,,
"39490",39490,Mk10,DS,7,0,0,88,88,06:14:22 26-Apr-2014,R,3,60.63333511,-178.10360718,,,,,401677177,,
"39490",39490,Mk10,DS,2,0,1,176,176,06:15:50 26-Apr-2014,A,B,60.63305664,-178.10444641,,,,,401677111,,
"39490",39490,Mk10,DS,2,0,0,88,88,06:21:13 26-Apr-2014,L,A,60.63249969,-178.10360718,,,,,401676981,,
"39490",39490,Mk10,DS,7,0,0,117,88,07:06:37 26-Apr-2014,B,3,60.63138962,-178.10694885,,,,,401677187,,
"39490",39490,Mk10,DS,6,0,0,88,88,07:51:43 26-Apr-2014,R,3,60.62611008,-178.11444092,,,,,401677186,,
"39490",39490,Mk10,DS,2,0,0,88,88,07:50:59 26-Apr-2014,A,2,60.62805557,-178.10667419,,,,,401677185,,
"39490",39490,Mk10,DS,9,0,0,88,88,07:58:19 26-Apr-2014,L,2,60.62666702,-178.11277771,,,,,401677185,,
"39490",39490,Mk10,DS,3,0,0,132,88,08:50:09 26-Apr-2014,B,A,60.62388992,-178.12055969,,,,,401677184,,
"39490",39490,Mk10,DS,6,0,1,95,43,09:35:50 26-Apr-2014,R,2,60.61527634,-178.13806152,,,,,401677195,,
"39490",39490,Mk10,DS,6,0,1,81,43,09:31:52 26-Apr-2014,A,2,60.61944580,-178.14027405,,,,,401677194,,
"39490",39490,Mk10,DS,4,1,0,,,09:43:30 26-Apr-2014,L,2,60.61472321,-178.13722229,,,,,401677196,,
"39490",39490,Mk10,DS,1,0,0,,,10:29:32 26-Apr-2014,B,B,60.61472321,-178.14750671,,,,,401677197,,
"39490",39490,Mk10,DS,1,0,0,,,11:22:17 26-Apr-2014,L,B,60.60916519,-178.15527344,,,,,401677198,,
"39490",39490,Mk10,DS,1,0,1,,,12:46:47 26-Apr-2014,R,B,60.60805511,-178.16944885,,,,,401677196,,
"39490",39490,Mk10,DS,5,0,2,88,88,13:02:56 26-Apr-2014,P,3,60.60777664,-178.20611572,,,,,401677188,,
"39490",39490,Mk10,DS,4,0,0,181,88,14:16:21 26-Apr-2014,N,2,60.60388947,-178.24444580,,,,,401677191,,
"39490",39490,Mk10,DS,5,0,0,114,88,14:19:17 26-Apr-2014,R,3,60.60666656,-178.23861694,,,,,401677192,,
"39490",39490,Mk10,DS,11,0,6,151,88,14:27:37 26-Apr-2014,K,B,60.60666656,-178.23861694,,,,,401677194,,
"39490",39490,Mk10,DS,8,0,2,76,42,00:12:51 27-Apr-2014,B,3,60.65194321,-178.32556152,,,,,401677168,,
"39490",39490,Mk10,DS,11,0,2,60,42,00:17:43 27-Apr-2014,N,2,60.65277863,-178.33361816,,,,,401677189,,
"39490",39490,Mk10,DS,9,0,2,59,42,00:23:02 27-Apr-2014,K,2,60.65666580,-178.32861328,,,,,401677188,,
"39490",39490,Mk10,DS,7,0,0,104,88,00:42:32 27-Apr-2014,P,2,60.65000153,-178.33528137,,,,,401677181,,
"39490",39490,Mk10,DS,2,0,0,171,171,00:59:31 27-Apr-2014,A,B,60.64666748,-178.33444214,,,,,401677185,,
