DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"39498",39498,Mk10,02:00:06 27-Apr-2014,Argos,0,60.67277908,-178.14305115,1754,10156,303,83,,,,,
"39498",39498,Mk10,02:00:51 27-Apr-2014,Argos,B,60.67416763,-178.12971497,1083,4489,261,82,,,,,
"39498",39498,Mk10,02:22:44 27-Apr-2014,Argos,0,60.67444611,-178.02221680,3160,7086,1408,93,,,,,
"39498",39498,Mk10,02:37:39 27-Apr-2014,Argos,B,60.67277908,-178.14639282,2740,6455,1162,87,,,,,
"39498",39498,Mk10,02:49:28 27-Apr-2014,Argos,B,60.67916489,-178.02888489,3555,8366,1510,88,,,,,
"39498",39498,Mk10,03:41:40 27-Apr-2014,Argos,A,60.88249969,-177.83694458,16099,98931,2619,87,,,,,Lon > 4 deviations from mean
"39498",39498,Mk10,03:43:04 27-Apr-2014,Argos,1,60.71277618,-178.22305298,601,5806,62,77,,,,,
"39498",39498,Mk10,05:12:55 27-Apr-2014,Argos,B,60.73305511,-178.26194763,983,2246,429,85,,,,,
"39498",39498,Mk10,05:25:33 27-Apr-2014,Argos,B,60.73638916,-178.26445007,887,1915,411,90,,,,,
"39498",39498,Mk10,05:40:09 27-Apr-2014,Argos,A,60.78361130,-178.26055908,2106,12237,362,92,,,,,
"39498",39498,Mk10,06:06:32 27-Apr-2014,Argos,1,60.80138779,-178.25138855,771,3835,154,97,,,,,
"39498",39498,Mk10,06:47:41 27-Apr-2014,Argos,2,60.80555725,-178.29083252,472,562,396,101,,,,,
"39498",39498,Mk10,07:16:20 27-Apr-2014,Argos,1,60.81000137,-178.30639648,700,4594,106,99,,,,,
"39498",39498,Mk10,07:30:35 27-Apr-2014,Argos,1,60.81222153,-178.27055359,700,2373,206,78,,,,,
"39498",39498,Mk10,07:44:50 27-Apr-2014,Argos,1,60.80250168,-178.28027344,652,3437,123,73,,,,,
"39498",39498,Mk10,08:30:08 27-Apr-2014,Argos,1,60.80749893,-178.27528381,848,3148,228,80,,,,,
"39498",39498,Mk10,09:00:35 27-Apr-2014,Argos,1,60.80805588,-178.30221558,579,1215,275,92,,,,,
"39498",39498,Mk10,09:11:50 27-Apr-2014,Argos,3,60.80277634,-178.28555298,200,616,64,85,,,,,
"39498",39498,Mk10,09:32:50 27-Apr-2014,Argos,3,60.79861069,-178.28334045,222,579,84,79,,,,,
"39498",39498,Mk10,10:38:50 27-Apr-2014,Argos,A,60.79527664,-178.27777100,827,3063,223,81,,,,,
"39498",39498,Mk10,10:59:50 27-Apr-2014,Argos,B,60.80361176,-178.28944397,1254,3295,476,92,,,,,
"39498",39498,Mk10,11:08:50 27-Apr-2014,Argos,B,60.80722046,-178.34416199,900,1885,429,89,,,,,
"39498",39498,Mk10,12:17:05 27-Apr-2014,Argos,B,60.79805374,-178.27999878,985,3991,242,85,,,,,
"39498",39498,Mk10,00:00:21 28-Apr-2014,Argos,B,60.81138992,-178.42195129,2007,4878,825,88,,,,,
"39498",39498,Mk10,00:07:06 28-Apr-2014,Argos,3,60.82694626,-178.37527466,220,534,90,95,,,,,
"39498",39498,Mk10,00:32:42 28-Apr-2014,Argos,1,60.82749939,-178.39111328,979,8824,108,80,,,,,
"39498",39498,Mk10,00:37:06 28-Apr-2014,Argos,1,60.83555603,-178.38722229,526,1696,163,83,,,,,
"39498",39498,Mk10,00:55:51 28-Apr-2014,Argos,2,60.83166504,-178.38250732,372,1233,112,91,,,,,
"39498",39498,Mk10,01:33:21 28-Apr-2014,Argos,A,60.83277893,-178.39277649,386,812,183,68,,,,,
"39498",39498,Mk10,01:34:51 28-Apr-2014,Argos,2,60.84055710,-178.37333679,361,993,131,91,,,,,
"39498",39498,Mk10,01:45:21 28-Apr-2014,Argos,3,60.83889008,-178.37666321,195,501,75,89,,,,,
"39498",39498,Mk10,02:14:36 28-Apr-2014,Argos,3,60.83889008,-178.37277222,239,895,63,77,,,,,
"39498",39498,Mk10,02:16:51 28-Apr-2014,Argos,A,60.84166718,-178.36889648,223,531,93,93,,,,,
"39498",39498,Mk10,02:36:21 28-Apr-2014,Argos,A,60.84500122,-178.37167358,391,998,153,93,,,,,
"39498",39498,Mk10,03:16:51 28-Apr-2014,Argos,2,60.84527588,-178.38528442,366,1419,94,78,,,,,
"39498",39498,Mk10,03:22:51 28-Apr-2014,Argos,2,60.85166550,-178.36944580,314,1121,87,84,,,,,
"39498",39498,Mk10,03:56:36 28-Apr-2014,Argos,1,60.82611084,-178.39805603,1059,4008,279,96,,,,,
"39498",39498,Mk10,05:35:04 28-Apr-2014,Argos,1,60.86305618,-178.40527344,1351,3116,585,111,,,,,
"39498",39498,Mk10,05:58:00 28-Apr-2014,Argos,B,60.86694336,-178.41360474,1152,2220,597,97,,,,,
"39498",39498,Mk10,06:38:51 28-Apr-2014,Argos,A,60.87916565,-178.44944763,1042,1728,627,70,,,,,
"39498",39498,Mk10,06:50:21 28-Apr-2014,Argos,2,60.88194275,-178.41444397,359,4378,29,99,,,,,
"39498",39498,Mk10,07:10:21 28-Apr-2014,Argos,3,60.88639069,-178.42916870,141,257,77,85,,,,,
"39498",39498,Mk10,07:38:51 28-Apr-2014,Argos,3,60.89055634,-178.42778015,174,411,73,83,,,,,
"39498",39498,Mk10,08:09:59 28-Apr-2014,Argos,3,60.89250183,-178.43305969,197,1803,21,80,,,,,
"39498",39498,Mk10,08:29:51 28-Apr-2014,Argos,3,60.89527893,-178.43222046,163,313,84,102,,,,,
"39498",39498,Mk10,09:00:01 28-Apr-2014,Argos,B,60.90000153,-178.44000244,353,865,144,86,,,,,
"39498",39498,Mk10,09:17:09 28-Apr-2014,Argos,B,60.90277863,-178.44139099,389,1265,119,92,,,,,
"39498",39498,Mk10,10:06:23 28-Apr-2014,Argos,B,60.91027832,-178.44055176,634,1252,321,106,,,,,
"39498",39498,Mk10,00:15:22 29-Apr-2014,Argos,1,60.93722153,-178.37222290,937,2937,298,86,,,,,
"39498",39498,Mk10,00:20:10 29-Apr-2014,Argos,0,60.94555664,-178.42250061,2307,15203,350,80,,,,,
"39498",39498,Mk10,00:43:07 29-Apr-2014,Argos,1,60.94805527,-178.40916443,625,2458,158,88,,,,,
"39498",39498,Mk10,01:12:22 29-Apr-2014,Argos,2,60.95972061,-178.40110779,334,888,125,100,,,,,
"39498",39498,Mk10,01:12:22 29-Apr-2014,Argos,B,60.94777679,-178.47193909,4172,8713,1997,93,,,,,
"39498",39498,Mk10,01:34:07 29-Apr-2014,Argos,3,60.95722198,-178.40388489,241,565,102,80,,,,,
"39498",39498,Mk10,01:55:07 29-Apr-2014,Argos,1,60.95944595,-178.39639282,952,2571,352,98,,,,,
"39498",39498,Mk10,02:02:37 29-Apr-2014,Argos,3,60.95916748,-178.39666748,205,504,83,98,,,,,
"39498",39498,Mk10,02:23:37 29-Apr-2014,Argos,B,60.96305466,-178.39694214,316,698,143,93,,,,,
"39498",39498,Mk10,02:52:52 29-Apr-2014,Argos,2,60.96500015,-178.39833069,258,621,107,85,,,,,
"39498",39498,Mk10,03:18:07 29-Apr-2014,Argos,2,60.97083282,-178.38194275,265,1328,52,82,,,,,
"39498",39498,Mk10,03:37:07 29-Apr-2014,Argos,2,60.96083450,-178.40028381,333,1355,81,87,,,,,
"39498",39498,Mk10,04:05:37 29-Apr-2014,Argos,B,60.97083282,-178.38389587,749,1735,322,84,,,,,
"39498",39498,Mk10,04:25:52 29-Apr-2014,Argos,3,60.98333359,-178.35916138,143,556,36,81,,,,,
"39498",39498,Mk10,04:39:22 29-Apr-2014,Argos,3,60.98055649,-178.37055969,210,353,124,89,,,,,
"39498",39498,Mk10,05:03:22 29-Apr-2014,Argos,B,60.97916794,-178.36749268,318,645,156,90,,,,,
"39498",39498,Mk10,05:09:22 29-Apr-2014,Argos,3,60.98777771,-178.35556030,208,469,91,101,,,,,
"39498",39498,Mk10,05:40:07 29-Apr-2014,Argos,B,60.98694611,-178.35110474,360,628,206,85,,,,,
"39498",39498,Mk10,06:13:52 29-Apr-2014,Argos,1,60.99583435,-178.30805969,537,862,334,122,,,,,
"39498",39498,Mk10,06:21:04 29-Apr-2014,Argos,2,60.99805450,-178.31889343,286,1189,68,95,,,,,
"39498",39498,Mk10,06:49:07 29-Apr-2014,Argos,2,60.99388885,-178.30583191,428,855,214,81,,,,,
"39498",39498,Mk10,07:24:33 29-Apr-2014,Argos,B,60.99583435,-178.29499817,1162,2598,519,81,,,,,
"39498",39498,Mk10,08:00:02 29-Apr-2014,Argos,B,60.99694443,-178.29028320,2021,5369,760,76,,,,,
"39498",39498,Mk10,08:34:00 29-Apr-2014,Argos,B,61.00472260,-178.28027344,985,6967,139,76,,,,,
"39498",39498,Mk10,08:59:27 29-Apr-2014,Argos,B,61.00527954,-178.28222656,673,4214,107,76,,,,,
"39498",39498,Mk10,09:28:53 29-Apr-2014,Argos,A,61.00638962,-178.29028320,157,354,69,89,,,,,
"39498",39498,Mk10,09:35:41 29-Apr-2014,Argos,B,61.01444626,-178.28721619,623,2017,192,91,,,,,
"39498",39498,Mk10,00:01:08 30-Apr-2014,Argos,B,60.99444580,-178.45555115,5982,28905,1237,135,,,,,
"39498",39498,Mk10,00:10:36 30-Apr-2014,Argos,1,60.99888992,-178.45416260,650,4224,100,82,,,,,
"39498",39498,Mk10,00:29:03 30-Apr-2014,Argos,0,61.01555634,-178.36944580,1719,3658,807,97,,,,,
"39498",39498,Mk10,00:48:08 30-Apr-2014,Argos,1,61.01750183,-178.37583923,1189,1831,772,116,,,,,
"39498",39498,Mk10,00:48:53 30-Apr-2014,Argos,B,61.01666641,-178.37222290,2181,3303,1439,116,,,,,
"39498",39498,Mk10,01:24:08 30-Apr-2014,Argos,2,61.01416779,-178.47694397,371,774,177,87,,,,,
"39498",39498,Mk10,01:36:08 30-Apr-2014,Argos,B,61.01472092,-178.48693848,564,1184,268,92,,,,,
"39498",39498,Mk10,01:51:08 30-Apr-2014,Argos,2,61.01777649,-178.50054932,300,614,146,76,,,,,
"39498",39498,Mk10,03:06:53 30-Apr-2014,Argos,2,61.04000092,-178.51666260,493,3366,72,81,,,,,
"39498",39498,Mk10,04:07:38 30-Apr-2014,Argos,3,61.05694580,-178.55194092,191,1639,22,82,,,,,
"39498",39498,Mk10,04:48:53 30-Apr-2014,Argos,B,61.05194473,-178.58027649,1977,4298,909,89,,,,,
"39498",39498,Mk10,05:49:38 30-Apr-2014,Argos,2,61.08805466,-178.57194519,321,1399,73,79,,,,,
"39498",39498,Mk10,05:49:38 30-Apr-2014,Argos,B,61.06111145,-178.62666321,1813,6920,474,74,,,,,
"39498",39498,Mk10,07:28:32 30-Apr-2014,Argos,A,61.10722351,-178.62110901,869,1207,624,132,,,,,
"39498",39498,Mk10,08:08:37 30-Apr-2014,Argos,1,61.10833359,-178.65083313,634,9237,43,77,,,,,
"39498",39498,Mk10,08:48:53 30-Apr-2014,Argos,2,61.12805557,-178.56443787,260,751,89,82,,,,,
"39498",39498,Mk10,09:05:45 30-Apr-2014,Argos,1,61.12166595,-178.57888794,584,1845,184,91,,,,,
"39498",39498,Mk10,09:06:32 30-Apr-2014,Argos,B,61.13472366,-178.62249756,409,2853,58,102,,,,,
"39498",39498,Mk10,09:48:37 30-Apr-2014,Argos,B,61.14638901,-178.63972473,752,3713,152,102,,,,,
"39498",39498,Mk10,00:02:39 01-May-2014,Argos,B,61.20388794,-178.79777527,2196,7416,650,61,,,,,
"39498",39498,Mk10,00:25:54 01-May-2014,Argos,B,61.24611282,-178.81694031,365,627,211,86,,,,,
"39498",39498,Mk10,00:34:54 01-May-2014,Argos,B,61.24361038,-178.77000427,1035,4379,244,95,,,,,
"39498",39498,Mk10,01:13:54 01-May-2014,Argos,2,61.24722290,-178.82833862,297,868,101,88,,,,,
"39498",39498,Mk10,01:40:54 01-May-2014,Argos,2,61.25222397,-178.82221985,265,803,87,78,,,,,
"39498",39498,Mk10,01:57:24 01-May-2014,Argos,B,61.25361252,-178.81971741,560,1322,236,98,,,,,
"39498",39498,Mk10,02:02:54 01-May-2014,Argos,A,61.25555420,-178.83999634,224,715,70,117,,,,,
"39498",39498,Mk10,02:52:54 01-May-2014,Argos,1,61.26722336,-178.83082581,670,9884,45,80,,,,,
"39498",39498,Mk10,02:52:54 01-May-2014,Argos,A,61.26333237,-178.85333252,476,7112,31,80,,,,,
"39498",39498,Mk10,02:54:24 01-May-2014,Argos,B,61.26610947,-178.83471680,889,9813,80,80,,,,,
"39498",39498,Mk10,03:43:39 01-May-2014,Argos,2,61.27277756,-178.86944580,352,4708,26,78,,,,,
"39498",39498,Mk10,04:36:24 01-May-2014,Argos,A,61.28472137,-178.87777710,329,433,249,64,,,,,
"39498",39498,Mk10,05:14:39 01-May-2014,Argos,3,61.28499985,-178.90472412,199,419,94,112,,,,,
"39498",39498,Mk10,05:16:54 01-May-2014,Argos,2,61.28805542,-178.90388489,252,370,170,88,,,,,
"39498",39498,Mk10,05:22:15 01-May-2014,Argos,1,61.29722214,-178.84584045,939,7045,125,93,,,,,
"39498",39498,Mk10,06:53:57 01-May-2014,Argos,B,61.31138992,-178.95083618,854,2043,357,87,,,,,
"39498",39498,Mk10,07:57:03 01-May-2014,Argos,B,61.32555389,-178.98388672,501,1097,228,86,,,,,
"39498",39498,Mk10,09:29:26 01-May-2014,Argos,1,61.34444427,-179.13833618,661,1571,278,91,,,,,
"39498",39498,Mk10,10:14:11 01-May-2014,Argos,B,61.34388733,-179.13278198,2498,5259,1185,82,,,,,
"39498",39498,Mk10,10:20:12 01-May-2014,Argos,B,61.33805466,-179.08917236,1177,1928,717,53,,,,,
"39498",39498,Mk10,00:01:55 02-May-2014,Argos,A,61.43111038,-178.96804810,1475,9261,234,94,,,,,
"39498",39498,Mk10,00:03:25 02-May-2014,Argos,2,61.43027878,-178.97222900,292,771,110,95,,,,,
"39498",39498,Mk10,00:52:55 02-May-2014,Argos,2,61.43500137,-178.98249817,304,943,97,89,,,,,
"39498",39498,Mk10,01:01:10 02-May-2014,Argos,3,61.43722153,-178.98416138,125,299,52,87,,,,,
"39498",39498,Mk10,01:30:55 02-May-2014,Argos,3,61.44083405,-178.98527527,214,813,56,86,,,,,
"39498",39498,Mk10,01:36:25 02-May-2014,Argos,3,61.44083405,-178.98138428,214,616,74,93,,,,,
"39498",39498,Mk10,01:43:55 02-May-2014,Argos,2,61.43999863,-178.98027039,275,891,84,94,,,,,
"39498",39498,Mk10,02:33:25 02-May-2014,Argos,3,61.44361115,-178.97610474,238,827,68,89,,,,,
"39498",39498,Mk10,02:47:40 02-May-2014,Argos,3,61.44499969,-178.97805786,187,2202,15,79,,,,,
"39498",39498,Mk10,03:18:38 02-May-2014,Argos,2,61.44472122,-178.98388672,343,1411,83,77,,,,,
"39498",39498,Mk10,03:24:25 02-May-2014,Argos,3,61.44416809,-178.98889160,212,492,90,92,,,,,
"39498",39498,Mk10,04:13:55 02-May-2014,Argos,1,61.45083237,-178.97166443,541,2448,119,95,,,,,
"39498",39498,Mk10,04:26:40 02-May-2014,Argos,3,61.44916534,-178.97749329,213,802,56,79,,,,,
"39498",39498,Mk10,04:43:55 02-May-2014,Argos,3,61.44638824,-178.98666382,216,410,114,100,,,,,
"39498",39498,Mk10,05:01:10 02-May-2014,Argos,3,61.44499969,-178.98277283,144,412,50,86,,,,,
"39498",39498,Mk10,05:03:25 02-May-2014,Argos,3,61.45000076,-178.98944092,180,417,77,102,,,,,
"39498",39498,Mk10,05:09:25 02-May-2014,Argos,B,61.45611191,-178.99028015,307,397,237,78,,,,,
"39498",39498,Mk10,05:46:55 02-May-2014,Argos,3,61.44610977,-178.98916626,231,296,180,107,,,,,
"39498",39498,Mk10,06:22:55 02-May-2014,Argos,3,61.44583511,-178.98971558,238,1232,45,99,,,,,
"39498",39498,Mk10,06:42:25 02-May-2014,Argos,3,61.44777679,-178.99444580,156,294,82,80,,,,,
"39498",39498,Mk10,07:27:25 02-May-2014,Argos,3,61.44749832,-178.99694824,137,419,44,76,,,,,
"39498",39498,Mk10,08:03:25 02-May-2014,Argos,3,61.44972229,-178.99806213,155,662,36,91,,,,,
"39498",39498,Mk10,08:25:40 02-May-2014,Argos,1,61.45111084,-178.99194336,539,8691,33,80,,,,,
"39498",39498,Mk10,00:00:26 03-May-2014,Argos,B,61.49305725,-179.09666443,1275,10545,154,101,,,,,
"39498",39498,Mk10,00:33:26 03-May-2014,Argos,2,61.48638916,-179.02944946,290,621,135,88,,,,,
"39498",39498,Mk10,00:49:56 03-May-2014,Argos,3,61.48277664,-179.01861572,224,384,130,90,,,,,
"39498",39498,Mk10,01:10:56 03-May-2014,Argos,3,61.48583221,-179.01361084,238,958,59,87,,,,,
"39498",39498,Mk10,01:13:33 03-May-2014,Argos,1,61.48472214,-179.02250671,517,1134,235,91,,,,,
"39498",39498,Mk10,01:35:41 03-May-2014,Argos,1,61.48444366,-179.01777649,578,1942,172,93,,,,,
"39498",39498,Mk10,02:12:26 03-May-2014,Argos,A,61.48222351,-179.02499390,491,1863,129,95,,,,,
"39498",39498,Mk10,02:25:56 03-May-2014,Argos,0,61.47833252,-179.07888794,2789,15101,514,73,,,,,
"39498",39498,Mk10,02:55:11 03-May-2014,Argos,2,61.49527740,-179.03694153,273,743,100,79,,,,,
"39498",39498,Mk10,02:58:56 03-May-2014,Argos,A,61.49250031,-179.05499268,686,772,609,121,,,,,
