DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType
"39498",39498,Mk10,,95,293,100,4,1300,,,,,0,02:00:06 27-Apr-2014,06:59:12 09-May-2014,12,01:00:00 27-Apr-2014,06:46:32 09-May-2014,12,,,
