DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType
"99280",99280,Mk10,,92,352,98,4,1305,,,,,0,02:36:57 28-Apr-2014,10:08:37 14-May-2014,16,02:00:00 28-Apr-2014,00:00:00 14-May-2014,16,,,
