DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"99282",99282,Mk10,05:36:03 28-Apr-2014,Argos,2,60.66138840,-178.06832886,259,1158,57,89,,,,,
"99282",99282,Mk10,05:52:46 28-Apr-2014,Argos,B,60.65999985,-178.06860352,290,1413,59,92,,,,,
"99282",99282,Mk10,07:09:11 28-Apr-2014,Argos,3,60.66527939,-178.06555176,148,399,55,79,,,,,
"99282",99282,Mk10,07:39:37 28-Apr-2014,Argos,3,60.66722107,-178.06971741,187,697,50,78,,,,,
"99282",99282,Mk10,08:09:41 28-Apr-2014,Argos,2,60.67139053,-178.07388306,359,3986,32,80,,,,,
"99282",99282,Mk10,08:29:44 28-Apr-2014,Argos,3,60.67083359,-178.07444763,155,362,66,93,,,,,
"99282",99282,Mk10,08:50:57 28-Apr-2014,Argos,3,60.67555618,-178.07499695,143,623,32,84,,,,,
"99282",99282,Mk10,09:15:13 28-Apr-2014,Argos,B,60.67722321,-178.07695007,230,1544,34,92,,,,,
"99282",99282,Mk10,10:09:29 28-Apr-2014,Argos,B,60.68083191,-178.07943726,475,943,238,92,,,,,
"99282",99282,Mk10,10:36:52 28-Apr-2014,Argos,A,60.68888855,-178.09944153,576,1918,172,67,,,,,
"99282",99282,Mk10,10:57:53 28-Apr-2014,Argos,B,60.69027710,-178.10278320,731,1778,300,71,,,,,
"99282",99282,Mk10,12:37:37 28-Apr-2014,Argos,3,60.71277618,-178.09527588,181,350,93,109,,,,,
"99282",99282,Mk10,13:22:21 28-Apr-2014,Argos,2,60.72166824,-178.09527588,436,1369,138,99,,,,,
"99282",99282,Mk10,00:00:05 29-Apr-2014,Argos,B,60.81944275,-178.10388184,1489,2952,750,91,,,,,
"99282",99282,Mk10,00:14:44 29-Apr-2014,Argos,1,60.82500076,-177.97583008,841,3096,228,94,,,,,
"99282",99282,Mk10,00:21:35 29-Apr-2014,Argos,0,60.81638718,-177.92944336,2618,18298,374,78,,,,,
"99282",99282,Mk10,00:43:20 29-Apr-2014,Argos,B,60.81111145,-177.93333435,4854,12179,1934,87,,,,,
"99282",99282,Mk10,01:15:14 29-Apr-2014,Argos,2,60.81111145,-177.99555969,386,867,172,103,,,,,
"99282",99282,Mk10,01:34:26 29-Apr-2014,Argos,2,60.81694412,-177.95832825,252,653,97,78,,,,,
"99282",99282,Mk10,01:55:12 29-Apr-2014,Argos,A,60.81611252,-177.96221924,593,1264,278,97,,,,,
"99282",99282,Mk10,02:03:16 29-Apr-2014,Argos,3,60.82416534,-177.96360779,238,585,97,92,,,,,
"99282",99282,Mk10,02:22:20 29-Apr-2014,Argos,2,60.83027649,-177.97027588,346,994,120,91,,,,,
"99282",99282,Mk10,02:52:24 29-Apr-2014,Argos,1,60.84583282,-177.92195129,1055,2864,388,79,,,,,
