DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
"39490",39490,Mk10,05:49:27 26-Apr-2014,,K,3,60.63166809,-178.10221863,CRC 8211.18983,05:00:00 14-Jan-2013,TAT,34,1,52,92,90,214,154,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,06:17:19 26-Apr-2014,,A,B,60.63305664,-178.10444641,CRC 13366.51255,06:21:18 26-Apr-2014,Status,2,1,52,101,82,52,54,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,09:33:19 26-Apr-2014,,R,2,60.61527634,-178.13806152,CRC 63876.20843,15:49:00 24-Apr-2014,Status,0,1,48,252,64,249,132,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,09:33:19 26-Apr-2014,,A,2,60.61944580,-178.14027405,CRC 59937.957,09:33:19 26-Apr-2014,Status,0,1,43,161,130,234,33,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,12:46:48 26-Apr-2014,,R,B,60.60805511,-178.16944885,CRC 62513.30039,,PDT,159,67,31,158,88,129,69,56,131,224,1,243,172,75,33,39,11,32,184,0,112,17,14,9,8,192,192,136,112,0,1,
"39490",39490,Mk10,14:26:53 26-Apr-2014,,K,B,60.60666656,-178.23861694,CRC 45373.33807,10:07:00 26-Apr-2014,Behavior,187,19,217,52,161,192,60,180,66,48,2,48,146,13,0,83,130,144,96,0,160,44,135,34,132,192,164,35,16,0,0,
"39490",39490,Mk10,14:28:21 26-Apr-2014,,K,B,60.60666656,-178.23861694,CRC 16804.29634,,Behavior,180,26,73,53,156,192,146,199,129,144,3,209,2,18,0,34,203,16,124,1,10,96,131,192,8,209,164,25,0,0,0,
"39490",39490,Mk10,00:24:58 27-Apr-2014,,N,2,60.65277863,-178.33361816,CRC 5171.50064,10:49:00 26-Apr-2012,Behavior,177,67,49,52,172,64,162,156,65,242,2,249,82,37,144,23,165,144,92,0,184,8,135,4,132,96,100,100,56,0,0,
"39490",39490,Mk10,04:20:14 27-Apr-2014,,A,2,60.65083313,-178.31555176,CRC 110.46697,09:37:00 26-May-2014,Behavior,176,6,233,116,153,120,78,4,86,40,65,32,2,233,67,14,0,16,8,16,92,0,168,64,131,128,7,162,132,32,0,
"39490",39490,Mk10,05:26:14 27-Apr-2014,,K,3,60.64805603,-178.30444336,CRC 6027.6304,11:24:00 26-Apr-2014,Behavior,177,120,185,52,182,0,88,56,1,176,1,224,2,137,0,16,0,145,36,160,229,64,138,225,4,32,4,20,0,16,0,
"39490",39490,Mk10,07:30:55 27-Apr-2014,,A,3,60.64916611,-178.30416870,"value": 8,07:28:53 27-Apr-2014,Status,3,65,58,119,53,71,251,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,00:00:02 28-Apr-2014,,B,B,60.63750076,-178.32638550,CRC 16804.22624,09:51:00 26-Apr-2014,Behavior,180,26,73,52,156,192,146,134,129,128,15,209,2,18,0,2,203,16,124,1,10,96,131,64,8,193,164,25,0,0,0,
"39490",39490,Mk10,00:02:58 28-Apr-2014,,N,1,60.65555573,-178.27667236,CRC 3122.54688,04:40:00 26-Jun-2014,Behavior,176,195,41,180,74,60,115,184,3,145,112,14,0,24,139,10,73,16,4,235,192,254,16,21,156,2,208,1,66,10,0,
"39490",39490,Mk10,01:36:56 28-Apr-2014,,B,B,60.68500137,-178.28860474,CRC 2929.43007,,Behavior,176,183,24,53,185,128,96,6,69,241,194,176,66,33,0,24,66,28,48,176,67,52,166,61,10,34,45,188,34,24,64,
"39490",39490,Mk10,02:16:44 28-Apr-2014,,P,3,60.70333481,-178.27638245,CRC 16544.21068,,,228,10,8,170,170,170,170,170,170,170,172,85,87,85,197,85,87,170,170,207,253,138,10,229,87,126,163,,,,,
"39490",39490,Mk10,02:17:58 28-Apr-2014,,P,3,60.70333481,-178.27638245,CRC 23242.38863,10:17:00 27-Apr-2012,Behavior,181,172,161,54,164,64,63,4,129,112,4,17,36,15,0,25,203,160,180,80,226,21,134,97,5,242,168,37,12,0,0,
"39490",39490,Mk10,02:22:39 28-Apr-2014,,A,3,60.70416641,-178.27694702,CRC 25951.57924,11:10:00 26-Apr-2014,Behavior,182,85,249,52,178,128,104,2,65,226,1,216,34,11,128,82,167,17,100,240,224,12,130,160,4,114,68,104,4,0,2,
"39490",39490,Mk10,03:23:46 28-Apr-2014,,K,3,60.72777939,-178.28500366,Too short,,Behavior,180,120,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,03:30:03 28-Apr-2014,,N,3,60.73444366,-178.27499390,CRC 47111.4616,,Behavior,187,128,124,135,254,63,193,104,227,158,8,66,76,23,173,224,244,139,1,117,1,100,57,20,39,213,255,79,255,255,249,
"39490",39490,Mk10,03:53:04 28-Apr-2014,,A,1,60.75111008,-178.26750183,CRC 108.9143,,Behavior,176,6,201,33,225,6,127,133,187,60,137,93,195,228,194,74,143,161,207,52,133,30,74,221,208,24,191,135,246,57,145,
"39490",39490,Mk10,19:44:36 28-Apr-2014,,Q,,,,Too short,,Percent,99,124,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,19:44:54 28-Apr-2014,,Q,,,,Too short,,Percent,100,110,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39490",39490,Mk10,00:20:35 29-Apr-2014,,A,A,60.95277786,-178.13583374,CRC 40080.27809,17:20:00 28-Apr-2014,Behavior,185,201,9,57,21,1,145,25,2,112,14,112,8,16,0,35,13,48,112,3,96,22,3,224,22,209,144,30,0,0,0,
