DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"39490",39490,Mk10,05:47:58 26-Apr-2014,Argos,3,60.63166809,-178.10221863,174,377,80,107,,,,,
"39490",39490,Mk10,06:14:22 26-Apr-2014,Argos,3,60.63333511,-178.10360718,136,457,40,92,,,,,
"39490",39490,Mk10,06:15:50 26-Apr-2014,Argos,B,60.63305664,-178.10444641,148,400,54,94,,,,,
"39490",39490,Mk10,06:21:13 26-Apr-2014,Argos,A,60.63249969,-178.10360718,201,616,65,85,,,,,
"39490",39490,Mk10,07:06:37 26-Apr-2014,Argos,3,60.63138962,-178.10694885,201,500,80,72,,,,,
"39490",39490,Mk10,07:50:59 26-Apr-2014,Argos,2,60.62805557,-178.10667419,325,2114,50,77,,,,,
"39490",39490,Mk10,07:51:43 26-Apr-2014,Argos,3,60.62611008,-178.11444092,147,499,43,87,,,,,
"39490",39490,Mk10,07:58:19 26-Apr-2014,Argos,2,60.62666702,-178.11277771,267,1473,48,78,,,,,
"39490",39490,Mk10,08:50:09 26-Apr-2014,Argos,A,60.62388992,-178.12055969,312,1438,67,79,,,,,
"39490",39490,Mk10,09:31:52 26-Apr-2014,Argos,2,60.61944580,-178.14027405,312,1050,92,98,,,,,
"39490",39490,Mk10,09:35:50 26-Apr-2014,Argos,2,60.61527634,-178.13806152,330,837,129,87,,,,,
"39490",39490,Mk10,09:43:30 26-Apr-2014,Argos,2,60.61472321,-178.13722229,375,687,204,109,,,,,
"39490",39490,Mk10,10:29:32 26-Apr-2014,Argos,B,60.61472321,-178.14750671,930,1848,467,92,,,,,
"39490",39490,Mk10,11:22:17 26-Apr-2014,Argos,B,60.60916519,-178.15527344,1065,2155,526,90,,,,,
"39490",39490,Mk10,12:46:47 26-Apr-2014,Argos,B,60.60805511,-178.16944885,1530,3268,715,86,,,,,
"39490",39490,Mk10,13:02:56 26-Apr-2014,Argos,3,60.60777664,-178.20611572,180,245,132,97,,,,,
"39490",39490,Mk10,14:16:21 26-Apr-2014,Argos,2,60.60388947,-178.24444580,279,296,262,80,,,,,
"39490",39490,Mk10,14:19:17 26-Apr-2014,Argos,3,60.60666656,-178.23861694,236,373,149,99,,,,,
"39490",39490,Mk10,14:27:37 26-Apr-2014,Argos,B,60.60666656,-178.23861694,289,528,158,92,,,,,
"39490",39490,Mk10,00:12:51 27-Apr-2014,Argos,3,60.65194321,-178.32556152,218,391,122,104,,,,,
"39490",39490,Mk10,00:17:43 27-Apr-2014,Argos,2,60.65277863,-178.33361816,270,575,126,92,,,,,
"39490",39490,Mk10,00:23:02 27-Apr-2014,Argos,2,60.65666580,-178.32861328,258,599,111,97,,,,,
"39490",39490,Mk10,00:42:32 27-Apr-2014,Argos,2,60.65000153,-178.33528137,437,4552,42,80,,,,,
"39490",39490,Mk10,00:59:31 27-Apr-2014,Argos,B,60.64666748,-178.33444214,689,2608,181,79,,,,,
"39490",39490,Mk10,01:08:55 27-Apr-2014,Argos,1,60.65916824,-178.31443787,1022,3851,271,94,,,,,
