DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"66949",66949,Mk10,04:15:26 15-Apr-2014,Argos,A,60.40972137,-177.00778198,276,376,202,129,,,,,
"66949",66949,Mk10,05:04:00 15-Apr-2014,Argos,A,60.40916824,-177.00999451,290,840,100,103,,,,,
"66949",66949,Mk10,05:13:49 15-Apr-2014,Argos,A,60.41194534,-177.01194763,309,996,95,96,,,,,
"66949",66949,Mk10,05:14:53 15-Apr-2014,Argos,A,60.41305542,-177.01499939,389,1231,122,92,,,,,
"66949",66949,Mk10,05:15:25 15-Apr-2014,Argos,B,60.41444397,-177.01194763,621,2052,187,94,,,,,
"66949",66949,Mk10,06:49:34 15-Apr-2014,Argos,B,60.41333389,-177.01527405,970,2194,429,90,,,,,
"66949",66949,Mk10,08:24:54 15-Apr-2014,Argos,B,60.43666840,-177.04028320,612,12045,31,77,,,,,
"66949",66949,Mk10,08:33:45 15-Apr-2014,Argos,2,60.43583298,-177.05000305,362,4997,26,82,,,,,
"66949",66949,Mk10,08:36:42 15-Apr-2014,Argos,B,60.43527603,-177.05250549,220,1499,32,86,,,,,
"66949",66949,Mk10,09:57:24 15-Apr-2014,Argos,B,60.43222046,-177.07249451,306,712,131,135,,,,,
"66949",66949,Mk10,10:12:35 15-Apr-2014,Argos,B,60.43500137,-177.07417297,477,1047,217,136,,,,,
"66949",66949,Mk10,10:12:35 15-Apr-2014,Argos,B,60.43527603,-177.07527161,481,1056,218,135,,,,,
"66949",66949,Mk10,11:38:36 15-Apr-2014,Argos,B,60.43972397,-177.08639526,606,960,381,111,,,,,
"66949",66949,Mk10,13:26:28 15-Apr-2014,Argos,B,60.44194412,-177.09832764,833,1715,404,107,,,,,
"66949",66949,Mk10,13:34:08 15-Apr-2014,Argos,B,60.43249893,-177.08277893,923,2323,366,107,,,,,
"66949",66949,Mk10,14:38:30 15-Apr-2014,Argos,B,60.44722366,-177.07804871,791,10539,59,111,,,,,
"66949",66949,Mk10,15:03:37 15-Apr-2014,Argos,B,60.44749832,-177.07417297,841,5829,121,111,,,,,
"66949",66949,Mk10,15:08:51 15-Apr-2014,Argos,B,60.44666672,-177.07360840,839,9605,73,112,,,,,
"66949",66949,Mk10,15:37:13 15-Apr-2014,Argos,B,60.44638824,-177.07417297,805,4654,139,111,,,,,
"66949",66949,Mk10,16:45:30 15-Apr-2014,Argos,B,60.46472168,-177.09138489,800,2373,269,109,,,,,
"66949",66949,Mk10,16:45:30 15-Apr-2014,Argos,B,60.45249939,-177.08444214,765,2492,234,107,,,,,
"66949",66949,Mk10,17:19:46 15-Apr-2014,Argos,B,60.53944397,-177.01388550,439,2027,95,115,,,,,
"66949",66949,Mk10,18:02:54 15-Apr-2014,Argos,3,60.52694321,-176.95611572,241,521,111,100,,,,,
"66949",66949,Mk10,18:24:05 15-Apr-2014,Argos,A,60.53138733,-176.96945190,562,2081,152,100,,,,,
"66949",66949,Mk10,18:27:05 15-Apr-2014,Argos,3,60.53055573,-176.95611572,183,361,92,93,,,,,
"66949",66949,Mk10,18:58:35 15-Apr-2014,Argos,3,60.53027725,-176.96333313,189,491,72,100,,,,,
"66949",66949,Mk10,19:42:05 15-Apr-2014,Argos,2,60.53472137,-176.95971680,278,1301,59,92,,,,,
"66949",66949,Mk10,20:00:50 15-Apr-2014,Argos,1,60.52916718,-176.98138428,1019,3690,281,96,,,,,
"66949",66949,Mk10,20:26:20 15-Apr-2014,Argos,2,60.53472137,-176.99916077,368,1087,124,105,,,,,
"66949",66949,Mk10,20:37:35 15-Apr-2014,Argos,A,60.53610992,-176.99833679,340,976,118,101,,,,,
"66949",66949,Mk10,20:41:20 15-Apr-2014,Argos,3,60.53944397,-177.01445007,238,481,117,98,,,,,
"66949",66949,Mk10,21:21:05 15-Apr-2014,Argos,A,60.54222107,-177.00389099,434,2422,77,89,,,,,
"66949",66949,Mk10,21:21:50 15-Apr-2014,Argos,2,60.54194260,-177.00750732,343,1732,67,91,,,,,
"66949",66949,Mk10,21:42:05 15-Apr-2014,Argos,2,60.54333496,-177.01277161,464,1313,163,104,,,,,
"66949",66949,Mk10,22:08:20 15-Apr-2014,Argos,1,60.54499817,-177.05250549,979,8697,110,99,,,,,
"66949",66949,Mk10,22:21:05 15-Apr-2014,Argos,2,60.53666687,-177.01499939,482,6783,34,100,,,,,
"66949",66949,Mk10,00:03:26 16-Apr-2014,Argos,1,60.53527832,-177.08222961,742,1735,317,93,,,,,
"66949",66949,Mk10,00:40:41 16-Apr-2014,Argos,2,60.54527664,-177.13082886,434,798,235,98,,,,,
"66949",66949,Mk10,00:43:11 16-Apr-2014,Argos,B,60.54472351,-177.13250732,454,830,247,76,,,,,
"66949",66949,Mk10,01:02:56 16-Apr-2014,Argos,3,60.55694580,-177.13610840,197,980,39,86,,,,,
"66949",66949,Mk10,01:28:56 16-Apr-2014,Argos,B,60.55777740,-177.14611816,288,616,134,84,,,,,
"66949",66949,Mk10,01:34:11 16-Apr-2014,Argos,2,60.56166840,-177.15388489,266,790,89,94,,,,,
"66949",66949,Mk10,01:46:11 16-Apr-2014,Argos,B,60.55722046,-177.15249634,343,781,150,88,,,,,
"66949",66949,Mk10,02:22:56 16-Apr-2014,Argos,2,60.56499863,-177.18055725,257,1601,41,78,,,,,
"66949",66949,Mk10,02:44:41 16-Apr-2014,Argos,2,60.56611252,-177.19528198,379,981,146,72,,,,,
"66949",66949,Mk10,03:11:11 16-Apr-2014,Argos,3,60.57527924,-177.19721985,164,439,61,78,,,,,
"66949",66949,Mk10,03:23:41 16-Apr-2014,Argos,B,60.57527924,-177.20555115,290,735,114,79,,,,,
"66949",66949,Mk10,04:05:23 16-Apr-2014,Argos,3,60.58083344,-177.21945190,140,324,60,85,,,,,
"66949",66949,Mk10,04:44:41 16-Apr-2014,Argos,A,60.58111191,-177.23750305,310,923,104,89,,,,,
"66949",66949,Mk10,04:47:46 16-Apr-2014,Argos,2,60.58611298,-177.24221802,310,495,194,95,,,,,
