DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
"99279",99279,0.500000,Argos,Mk10,1Percent,02:00:00 26-Apr-2014,30.000000,12,,3,60.63583374,-178.12638855,24,,0,0,100,79,100,87,9,60,64,10,10,8,9,10,6,2,0,4,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 27-Apr-2014,31.000000,3,,3,60.63583374,-178.12638855,24,,3,0,1,0,0,0,1,0,0,0,1,3,1,1,2,1,0,0,0,4,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 28-Apr-2014,33.000000,1,,3,59.24777603,-177.08361816,24,,1,0,0,0,16,11,1,2,12,11,12,10,11,8,5,2,1,1,6,3,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 29-Apr-2014,34.000000,1,,3,59.24777603,-177.08361816,24,,2,0,0,0,3,8,2,1,9,5,3,5,5,4,0,1,2,4,2,3,2,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 30-Apr-2014,36.000000,1,,A,58.02138901,-177.75582886,24,,2,3,2,3,2,3,2,1,2,3,5,5,4,6,3,1,0,1,5,2,3,4,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 01-May-2014,37.000000,2,,A,58.02138901,-177.75582886,24,,7,5,1,3,1,3,1,0,5,1,0,4,5,15,8,1,1,9,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 02-May-2014,39.000000,1,,0,57.47249985,-177.74667358,24,,0,0,52,9,0,0,0,0,2,0,35,9,1,0,0,0,0,0,0,0,3,0,34,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 03-May-2014,40.000000,1,,0,57.47249985,-177.74667358,24,,4,0,0,0,5,71,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 04-May-2014,42.000000,2,,1,56.36639023,-176.85139465,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,1,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 05-May-2014,43.000000,1,,1,56.36639023,-176.85139465,24,,1,1,0,0,0,0,0,2,0,0,5,6,0,5,2,0,0,0,0,1,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 06-May-2014,45.000000,3,,A,55.29694366,-176.60667419,24,,5,0,0,0,0,0,0,0,0,0,3,2,1,4,8,0,1,1,0,0,0,0,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 08-May-2014,48.000000,1,,B,55.23166656,-176.60194397,24,,3,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,2,5,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 09-May-2014,49.000000,1,,B,54.87527847,-176.93028259,24,,2,3,3,3,3,1,3,3,2,1,1,0,0,0,0,0,1,1,4,5,5,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99279",99279,0.500000,Argos,Mk10,1Percent,00:00:00 10-May-2014,51.000000,1,,A,54.34138870,-177.30305481,24,,0,0,1,2,5,1,0,0,1,0,0,0,0,0,0,0,3,12,5,4,2,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
