DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"39482",39482,Mk10,03:43:43 27-Apr-2014,Argos,2,60.65000153,-178.11805725,320,4535,22,79,,,,,
"39482",39482,Mk10,03:45:43 27-Apr-2014,Argos,3,60.65250015,-178.10444641,230,2162,24,83,,,,,
"39482",39482,Mk10,04:01:29 27-Apr-2014,Argos,A,60.65777588,-178.07110596,685,1110,422,71,,,,,
"39482",39482,Mk10,04:05:39 27-Apr-2014,Argos,B,60.65055466,-178.11528015,418,1698,102,81,,,,,
"39482",39482,Mk10,04:17:02 27-Apr-2014,Argos,2,60.65999985,-178.10749817,441,1591,122,94,,,,,
"39482",39482,Mk10,04:26:24 27-Apr-2014,Argos,B,60.65999985,-178.10749817,466,1353,160,93,,,,,
"39482",39482,Mk10,05:19:29 27-Apr-2014,Argos,B,60.65999985,-178.11889648,435,2504,75,84,,,,,
"39482",39482,Mk10,05:42:59 27-Apr-2014,Argos,3,60.66138840,-178.11193848,147,464,46,92,,,,,
"39482",39482,Mk10,05:50:42 27-Apr-2014,Argos,2,60.66277695,-178.11610413,352,661,187,91,,,,,
"39482",39482,Mk10,06:02:06 27-Apr-2014,Argos,3,60.66666794,-178.11721802,231,583,91,89,,,,,
"39482",39482,Mk10,06:45:14 27-Apr-2014,Argos,A,60.67250061,-178.11193848,221,737,66,97,,,,,
"39482",39482,Mk10,07:04:24 27-Apr-2014,Argos,B,60.66027832,-178.10667419,943,2013,441,91,,,,,
"39482",39482,Mk10,07:18:17 27-Apr-2014,Argos,A,60.67722321,-178.10388184,285,1094,74,108,,,,,
"39482",39482,Mk10,07:30:45 27-Apr-2014,Argos,B,60.67472076,-178.11054993,486,1095,215,92,,,,,
"39482",39482,Mk10,07:45:37 27-Apr-2014,Argos,2,60.68777847,-178.12445068,258,1311,50,77,,,,,
"39482",39482,Mk10,08:29:57 27-Apr-2014,Argos,2,60.69638824,-178.12638855,311,3846,25,81,,,,,
"39482",39482,Mk10,08:59:46 27-Apr-2014,Argos,1,60.69833374,-178.12333679,685,3240,145,86,,,,,
"39482",39482,Mk10,09:12:02 27-Apr-2014,Argos,3,60.69916534,-178.12805176,140,454,43,84,,,,,
"39482",39482,Mk10,09:28:54 27-Apr-2014,Argos,3,60.69722366,-178.12971497,213,599,75,75,,,,,
"39482",39482,Mk10,10:06:28 27-Apr-2014,Argos,A,60.69583511,-178.12889099,273,1138,65,91,,,,,
"39482",39482,Mk10,10:37:08 27-Apr-2014,Argos,B,60.69749832,-178.13000488,360,1006,128,91,,,,,
"39482",39482,Mk10,10:58:36 27-Apr-2014,Argos,A,60.69305420,-178.12388611,337,1280,88,83,,,,,
"39482",39482,Mk10,11:10:06 27-Apr-2014,Argos,B,60.70527649,-178.11694336,394,730,212,52,,,,,
"39482",39482,Mk10,12:16:48 27-Apr-2014,Argos,B,60.69694519,-178.12500000,581,1432,235,86,,,,,
"39482",39482,Mk10,00:01:56 28-Apr-2014,Argos,B,60.76972198,-178.07666016,1296,2164,775,83,,,,,
"39482",39482,Mk10,00:08:04 28-Apr-2014,Argos,2,60.80166626,-178.16499329,376,1510,93,88,,,,,
"39482",39482,Mk10,00:31:41 28-Apr-2014,Argos,1,60.79944611,-178.14860535,1111,14759,83,79,,,,,
"39482",39482,Mk10,00:37:58 28-Apr-2014,Argos,A,60.79611206,-178.15194702,719,3028,170,77,,,,,
"39482",39482,Mk10,00:55:36 28-Apr-2014,Argos,B,60.79611206,-178.15194702,1351,3405,535,82,,,,,
"39482",39482,Mk10,01:32:24 28-Apr-2014,Argos,B,60.80083466,-178.15277100,1459,3013,706,85,,,,,
"39482",39482,Mk10,01:39:18 28-Apr-2014,Argos,2,60.80694580,-178.15695190,260,803,84,89,,,,,
"39482",39482,Mk10,01:46:58 28-Apr-2014,Argos,3,60.80611038,-178.15583801,210,827,53,80,,,,,
"39482",39482,Mk10,02:14:34 28-Apr-2014,Argos,B,60.81000137,-178.15750122,258,1132,58,75,,,,,
"39482",39482,Mk10,02:16:06 28-Apr-2014,Argos,0,60.82916641,-178.12472534,2600,7908,855,82,,,,,
"39482",39482,Mk10,02:33:44 28-Apr-2014,Argos,1,60.83139038,-178.13667297,676,2215,206,89,,,,,
"39482",39482,Mk10,03:17:11 28-Apr-2014,Argos,1,60.81416702,-178.15805054,703,3322,148,76,,,,,
"39482",39482,Mk10,03:57:18 28-Apr-2014,Argos,2,60.81750107,-178.14971924,279,903,85,88,,,,,
"39482",39482,Mk10,05:11:40 28-Apr-2014,Argos,3,60.83194351,-178.13499451,149,265,83,71,,,,,
"39482",39482,Mk10,05:14:44 28-Apr-2014,Argos,2,60.83055496,-178.13333130,362,785,167,77,,,,,
"39482",39482,Mk10,05:34:10 28-Apr-2014,Argos,A,60.83388901,-178.13444519,408,1629,102,104,,,,,
"39482",39482,Mk10,05:54:36 28-Apr-2014,Argos,A,60.83750153,-178.13610840,289,1013,82,80,,,,,
"39482",39482,Mk10,06:26:30 28-Apr-2014,Argos,B,60.83666611,-178.12916565,340,792,146,44,,,,,
"39482",39482,Mk10,06:39:04 28-Apr-2014,Argos,B,60.84194565,-178.11860657,354,898,139,57,,,,,
