; Created by WC-DAP 3.0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeployID,Ptt,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 3:00,10,3,0,,,,10,16,0,0,0,0,13,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 6:00,10,2,0,,,,10,18,0,1,0,0,11,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 9:00,10,1,0,,,,10,46,6,10,6,14,3,2,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 12:00,10,2,0,,,,10,22,2,6,1,3,2,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 15:00,10,3,0,,,,10,27,0,0,0,3,22,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 18:00,10,3,0,,,,10,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/17/2010 21:00,10,3,0,,,,10,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 0:00,10,1,0,,,,10,21,0,0,0,1,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 3:00,10,2,0,,,,10,25,0,0,0,0,12,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 6:00,10,2,0,,,,10,26,0,1,2,16,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 9:00,10,1,0,,,,10,30,3,3,6,16,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 12:00,10,1,0,,,,10,22,5,6,3,7,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 15:00,10,4,0,,,,10,20,0,0,0,4,7,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/18/2010 21:00,10,1,0,,,,10,4,0,0,0,0,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/19/2010 0:00,10,1,0,,,,10,6,0,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/19/2010 3:00,10,2,0,,,,10,5,0,0,0,0,2,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/19/2010 12:00,10,1,0,,,,10,24,13,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/21/2010 18:00,11,4,0,,,,10,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 0:00,11,2,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 3:00,11,4,0,,,,10,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 6:00,11,3,0,,,,10,15,0,0,0,0,0,13,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 9:00,11,2,0,,,,10,8,0,0,0,0,0,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 12:00,11,5,0,,,,10,7,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 15:00,11,2,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 18:00,11,2,0,,,,10,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/22/2010 21:00,11,5,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 0:00,11,4,0,,,,10,15,13,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 3:00,11,2,0,,,,10,6,0,0,0,0,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 6:00,11,7,0,,,,10,8,0,0,0,0,1,6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 9:00,11,1,0,,,,10,12,0,0,0,0,1,10,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 12:00,11,3,0,,,,10,18,0,0,0,0,5,12,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 15:00,11,1,0,,,,10,11,0,0,0,0,4,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/23/2010 18:00,11,1,0,,,,10,7,0,0,0,0,6,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 0:00,11,1,0,,,,10,12,0,0,0,0,11,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 3:00,11,1,0,,,,10,15,0,0,0,0,11,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 6:00,11,2,0,,,,10,12,0,0,0,1,3,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 9:00,11,1,0,,,,10,16,0,0,0,0,0,15,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 12:00,11,2,0,,,,10,11,0,0,0,0,1,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 15:00,11,1,0,,,,10,6,1,0,0,0,0,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 18:00,11,1,0,,,,10,4,3,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/24/2010 21:00,11,2,0,,,,10,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 0:00,11,2,0,,,,10,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 3:00,11,4,0,,,,10,4,0,0,0,0,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 6:00,11,1,0,,,,10,4,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 9:00,11,2,0,,,,10,10,0,0,0,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 12:00,11,3,0,,,,10,8,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 15:00,11,1,0,,,,10,11,0,0,0,0,2,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 18:00,11,2,0,,,,10,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/25/2010 21:00,11,4,0,,,,10,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 0:00,11,3,0,,,,10,8,0,0,0,0,1,6,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 3:00,11,1,0,,,,10,7,0,0,0,0,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 6:00,11,1,0,,,,10,18,0,0,0,2,11,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 9:00,11,3,0,,,,10,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 12:00,11,1,0,,,,10,2,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 15:00,11,4,0,,,,10,4,0,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 18:00,11,4,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/26/2010 21:00,11,4,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 0:00,12,8,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 3:00,12,8,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 6:00,12,5,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 9:00,12,5,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 12:00,12,5,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 15:00,12,2,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 18:00,12,2,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/27/2010 21:00,12,3,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 0:00,12,5,0,,,,10,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 3:00,12,5,0,,,,10,8,0,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 6:00,12,5,0,,,,10,6,3,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 9:00,12,5,0,,,,10,17,0,0,0,0,9,6,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 12:00,12,6,0,,,,10,25,0,0,0,0,12,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 15:00,12,7,0,,,,10,14,0,0,0,0,1,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 18:00,12,5,0,,,,10,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/28/2010 21:00,12,5,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 3:00,12,6,0,,,,10,11,0,0,0,0,1,6,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 6:00,12,3,0,,,,10,28,1,3,1,3,15,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 9:00,12,3,0,,,,10,14,0,1,0,3,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 12:00,12,2,0,,,,10,16,0,0,0,4,10,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 15:00,12,1,0,,,,10,6,0,0,0,1,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 18:00,12,3,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/29/2010 21:00,12,2,0,,,,10,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/30/2010 0:00,12,3,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/30/2010 3:00,12,2,0,,,,10,6,0,0,0,1,1,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/30/2010 6:00,12,1,0,,,,10,54,1,7,10,13,16,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/30/2010 9:00,12,1,0,,,,10,12,0,0,1,2,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDepth,9/30/2010 12:00,12,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/13/2010 17:00,5,4,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/13/2010 18:00,5,4,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/13/2010 21:00,5,3,0,,,,14,5,0,0,0,0,1,0,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 0:00,5,2,0,,,,14,8,0,0,0,0,0,0,0,3,1,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 3:00,5,2,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 6:00,5,4,0,,,,14,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 9:00,5,7,0,,,,14,12,0,0,0,0,0,4,0,0,1,0,1,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 12:00,5,3,0,,,,14,6,0,0,0,1,0,0,1,0,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 15:00,5,3,0,,,,14,10,0,0,0,0,1,0,1,0,1,0,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 18:00,5,3,0,,,,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/14/2010 21:00,5,3,0,,,,14,7,0,0,0,0,0,0,1,0,0,1,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/15/2010 0:00,5,1,0,,,,14,8,0,0,0,0,0,0,1,0,1,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/15/2010 3:00,5,2,0,,,,14,6,0,0,0,1,0,0,0,1,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/15/2010 6:00,5,3,0,,,,14,13,0,0,0,1,1,0,2,0,0,1,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/15/2010 9:00,5,3,0,,,,14,13,0,0,1,1,0,1,0,0,1,1,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/15/2010 12:00,5,3,0,,,,14,10,1,0,0,0,0,0,1,0,2,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/15/2010 21:00,5,4,0,,,,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33236,33236,Argos,Mk10,DiveDuration,8/16/2010 0:00,5,4,0,,,,14,5,0,0,0,0,0,0,0,0,0,1,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
