DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 27-Apr-2014,43.000000,15,,3,60.71583176,-178.09611511,24,,100,11,7,37,19,17,15,94,100,100,100,100,100,100,100,36,15,25,49,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 28-Apr-2014,45.000000,9,,3,60.71583176,-178.09611511,24,,100,100,100,100,100,100,100,20,26,91,100,100,100,49,10,9,16,18,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 29-Apr-2014,48.000000,12,,3,61.02611160,-177.93722534,24,,100,100,100,100,100,100,100,100,100,100,100,100,100,48,2,1,50,93,2,16,37,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 30-Apr-2014,50.000000,3,,3,61.02611160,-177.93722534,24,,99,7,3,2,6,2,1,5,9,46,100,100,63,8,8,4,10,5,4,7,2,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 01-May-2014,53.000000,15,,3,61.57389069,-177.65611267,24,,12,11,12,15,44,100,100,43,15,77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 02-May-2014,55.000000,5,,3,61.75138855,-177.66722107,24,,100,100,100,100,100,100,100,17,5,16,5,26,7,4,4,39,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 03-May-2014,58.000000,8,,3,61.88166809,-177.59666443,24,,100,100,100,100,100,100,100,20,1,0,0,81,100,5,0,0,1,90,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 04-May-2014,60.000000,11,,3,61.87361145,-177.24806213,24,,100,100,100,100,100,100,60,0,0,2,4,10,69,100,100,36,51,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 05-May-2014,63.000000,17,,3,61.79360962,-176.97389221,24,,100,100,100,100,100,100,59,0,3,46,100,100,37,2,4,3,4,8,47,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 06-May-2014,65.000000,12,,3,61.79360962,-176.97389221,24,,100,100,100,100,100,100,100,75,0,0,0,6,2,0,5,71,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 07-May-2014,67.000000,8,,3,61.82527924,-176.30416870,24,,100,100,100,100,100,40,0,1,0,3,0,1,1,2,5,6,7,5,5,1,0,2,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 08-May-2014,70.000000,5,,3,61.82138824,-175.66860962,24,,2,9,6,0,0,0,0,0,0,0,0,8,3,7,1,6,0,5,3,5,8,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 09-May-2014,72.000000,3,,3,61.70611191,-173.04916382,24,,0,0,0,0,0,0,0,1,74,100,100,100,100,100,63,0,1,2,2,3,5,84,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 10-May-2014,75.000000,7,,3,61.70611191,-173.04916382,24,,100,100,100,100,100,97,1,6,2,1,0,0,1,2,4,3,8,82,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66973",66973,0.500000,Argos,Mk10,1Percent,00:00:00 12-May-2014,80.000000,1,,3,61.91249847,-172.14527893,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
