DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType
"66973",66973,Mk10,,79,647,99,3,1841,,,,,0,00:22:16 27-Apr-2014,20:29:30 27-May-2014,31,00:00:00 27-Apr-2014,10:51:00 27-May-2014,30,,,
