DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue
"39498",39498,0.500000,Mk10,,01:59:46 27-Apr-2014,02:00:06 27-Apr-2014,20,0,60.67277908,-178.14305115,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,02:01:16 27-Apr-2014,02:01:36 27-Apr-2014,20,0,60.67277908,-178.14305115,,1,0,,1688,3.440,,,8.60,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,02:02:46 27-Apr-2014,02:03:06 27-Apr-2014,20,0,60.67277908,-178.14305115,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,02:19:19 27-Apr-2014,02:19:39 27-Apr-2014,20,0,60.67444611,-178.02221680,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,02:23:14 27-Apr-2014,02:23:35 27-Apr-2014,21,0,60.67444611,-178.02221680,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,02:24:38 27-Apr-2014,02:24:59 27-Apr-2014,21,0,60.67444611,-178.02221680,,0,0,,1700,3.376,,,-1.40,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,02:27:31 27-Apr-2014,02:27:51 27-Apr-2014,20,0,60.67444611,-178.02221680,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,05:39:04 27-Apr-2014,05:39:24 27-Apr-2014,20,A,60.78361130,-178.26055908,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,06:49:26 27-Apr-2014,06:49:47 27-Apr-2014,21,2,60.80555725,-178.29083252,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39498",39498,0.500000,Mk10,,07:34:00 27-Apr-2014,07:34:21 27-Apr-2014,21,1,60.81222153,-178.27055359,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
