DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"40862",40862,Mk10,DS,1,0,0,,,23:10:57 20-Apr-2014,L,B,60.38555527,-177.82388306,,,,,401677426,,
"40862",40862,Mk10,DS,2,0,0,88,88,23:43:50 20-Apr-2014,A,B,60.36916733,-177.81889343,,,,,401677405,,
"40862",40862,Mk10,DS,1,0,0,,,23:43:51 20-Apr-2014,N,,,,,,,,401650000,,
"40862",40862,Mk10,DS,1,0,0,,,23:46:47 20-Apr-2014,N,,,,,,,,401650000,,
"40862",40862,Mk10,DS,9,7,1,,,00:07:18 21-Apr-2014,P,3,60.37027740,-177.88444519,,,,,401677402,,
"40862",40862,Mk10,DS,2,0,1,264,264,00:35:10 21-Apr-2014,B,B,60.36805725,-177.88806152,,,,,401677401,,
"40862",40862,Mk10,DS,3,1,1,,,00:43:58 21-Apr-2014,L,A,60.36694336,-177.88166809,,,,,401677403,,
"40862",40862,Mk10,DS,2,0,1,43,43,01:08:50 21-Apr-2014,K,B,60.36722183,-177.88444519,,,,,401677436,,
"40862",40862,Mk10,DS,1,0,1,,,01:25:33 21-Apr-2014,N,B,60.36750031,-177.88471985,,,,,401677445,,
"40862",40862,Mk10,DS,1,0,1,,,01:25:33 21-Apr-2014,A,B,60.36805725,-177.88444519,,,,,401677435,,
"40862",40862,Mk10,DS,1,0,1,,,01:51:18 21-Apr-2014,P,2,60.38360977,-177.82139587,,,,,401677445,,
"40862",40862,Mk10,DS,4,2,0,,,01:51:18 21-Apr-2014,P,1,60.37749863,-177.85888672,,,,,401677451,,
"40862",40862,Mk10,DS,2,0,1,88,88,02:23:07 21-Apr-2014,L,B,60.38888931,-177.82278442,,,,,401677421,,
"40862",40862,Mk10,DS,1,0,0,,,02:44:23 21-Apr-2014,K,B,60.38888931,-177.82333374,,,,,401677408,,
"40862",40862,Mk10,DS,7,4,0,,,02:44:23 21-Apr-2014,K,3,60.38916779,-177.85610962,,,,,401677409,,
"40862",40862,Mk10,DS,12,8,0,,,03:01:59 21-Apr-2014,N,2,60.39194489,-177.85527039,,,,,401677408,,
"40862",40862,Mk10,DS,4,2,0,,,04:30:21 21-Apr-2014,K,3,60.39694595,-177.88945007,,,,,401677413,,
"40862",40862,Mk10,DS,4,0,3,88,88,04:40:59 21-Apr-2014,A,2,60.39611053,-177.89111328,,,,,401677417,,
"40862",40862,Mk10,DS,4,2,0,,,04:48:34 21-Apr-2014,N,1,60.39694595,-177.89916992,,,,,401677415,,
"40862",40862,Mk10,DS,11,4,3,,,05:30:25 21-Apr-2014,R,3,60.40250015,-177.92333984,,,,,401677412,,
"40862",40862,Mk10,DS,4,0,2,117,88,06:11:11 21-Apr-2014,K,2,60.40666580,-177.92721558,,,,,401677418,,
