DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"66973",66973,Mk10,DS,2,0,0,91,91,00:22:16 27-Apr-2014,N,,,,,,,,401650000,,
"66973",66973,Mk10,DS,1,0,1,,,00:22:16 27-Apr-2014,K,B,60.66999817,-178.09472656,,,,,401677558,,
"66973",66973,Mk10,DS,8,0,1,91,91,00:43:30 27-Apr-2014,P,2,60.66027832,-178.11389160,,,,,401677558,,
"66973",66973,Mk10,DS,3,0,0,91,91,00:57:54 27-Apr-2014,A,A,60.65916824,-178.11721802,,,,,401677560,,
"66973",66973,Mk10,DS,2,0,0,161,161,01:04:51 27-Apr-2014,L,B,60.66166687,-178.10610962,,,,,401677561,,
"66973",66973,Mk10,DS,6,4,0,,,01:56:49 27-Apr-2014,N,2,60.67833328,-178.11528015,,,,,401677575,,
"66973",66973,Mk10,DS,4,2,0,,,02:01:03 27-Apr-2014,K,1,60.65861130,-178.15527344,,,,,401677580,,
"66973",66973,Mk10,DS,2,0,0,287,287,02:21:56 27-Apr-2014,P,B,60.66777802,-178.13333130,,,,,401677594,,
"66973",66973,Mk10,DS,2,0,2,46,46,02:51:42 27-Apr-2014,L,B,60.67083359,-178.14555359,,,,,401677570,,
"66973",66973,Mk10,DS,5,0,0,163,46,03:33:34 27-Apr-2014,N,2,60.71083450,-178.13166809,,,,,401677577,,
"66973",66973,Mk10,DS,7,2,0,,,03:41:01 27-Apr-2014,K,1,60.71333313,-178.12500000,,,,,401677574,,
"66973",66973,Mk10,DS,1,0,0,,,04:27:02 27-Apr-2014,L,B,60.72249985,-178.13082886,,,,,401677570,,
"66973",66973,Mk10,DS,4,0,2,71,46,05:20:50 27-Apr-2014,K,2,60.71861267,-178.12388611,,,,,401677574,,
"66973",66973,Mk10,DS,1,0,0,,,05:42:33 27-Apr-2014,R,B,60.72111130,-178.13055420,,,,,401677581,,
"66973",66973,Mk10,DS,2,0,0,197,197,05:54:46 27-Apr-2014,A,B,60.72194290,-178.13166809,,,,,401677570,,
"66973",66973,Mk10,DS,3,0,0,94,48,06:48:57 27-Apr-2014,B,A,60.71389008,-178.11721802,,,,,401677580,,
"66973",66973,Mk10,DS,6,0,2,127,91,07:22:00 27-Apr-2014,R,1,60.72222137,-178.13499451,,,,,401677576,,
"66973",66973,Mk10,DS,7,0,1,106,91,07:29:50 27-Apr-2014,A,1,60.72694397,-178.08860779,,,,,401677572,,
"66973",66973,Mk10,DS,6,0,0,91,91,07:46:31 27-Apr-2014,L,2,60.72055435,-178.10000610,,,,,401677556,,
"66973",66973,Mk10,DS,9,0,0,273,91,08:30:08 27-Apr-2014,B,3,60.71916580,-178.09555054,,,,,401677550,,
"66973",66973,Mk10,DS,7,0,0,91,91,09:11:27 27-Apr-2014,A,3,60.71583176,-178.09611511,,,,,401677552,,
"66973",66973,Mk10,DS,7,0,3,106,91,09:32:41 27-Apr-2014,L,3,60.71583176,-178.10360718,,,,,401677552,,
"66973",66973,Mk10,DS,3,0,2,91,91,10:06:49 27-Apr-2014,B,A,60.71361160,-178.09277344,,,,,401677556,,
"66973",66973,Mk10,DS,1,0,1,,,10:35:38 27-Apr-2014,R,B,60.71361160,-178.09056091,,,,,401677557,,
"66973",66973,Mk10,DS,3,0,0,91,91,00:06:49 28-Apr-2014,N,A,60.76277924,-178.11471558,,,,,401677555,,
"66973",66973,Mk10,DS,4,0,0,121,91,00:32:59 28-Apr-2014,P,0,60.79777908,-178.11332703,,,,,401677524,,
"66973",66973,Mk10,DS,3,0,1,91,91,00:41:42 28-Apr-2014,A,A,60.79639053,-178.11999512,,,,,401677523,,
"66973",66973,Mk10,DS,3,0,0,91,91,00:56:07 28-Apr-2014,L,A,60.79194260,-178.12583923,,,,,401677516,,
"66973",66973,Mk10,DS,4,0,2,91,91,01:34:47 28-Apr-2014,K,1,60.79916763,-178.12805176,,,,,401677545,,
"66973",66973,Mk10,DS,4,0,1,121,91,01:45:24 28-Apr-2014,N,2,60.79944611,-178.10749817,,,,,401677548,,
"66973",66973,Mk10,DS,3,0,0,91,91,02:12:42 28-Apr-2014,P,2,60.80083466,-178.13333130,,,,,401677548,,
"66973",66973,Mk10,DS,4,0,2,91,91,03:15:39 28-Apr-2014,K,2,60.81305695,-178.09861755,,,,,401677549,,
"66973",66973,Mk10,DS,5,0,1,113,91,03:33:05 28-Apr-2014,N,3,60.81638718,-178.08222961,,,,,401677550,,
"66973",66973,Mk10,DS,2,0,1,91,91,04:14:48 28-Apr-2014,L,B,60.81750107,-178.08610535,,,,,401677556,,
"66973",66973,Mk10,DS,6,0,0,109,91,04:58:47 28-Apr-2014,K,3,60.82722092,-178.07861328,,,,,401677555,,
"66973",66973,Mk10,DS,2,0,1,91,91,05:09:24 28-Apr-2014,N,B,60.82222366,-178.07472229,,,,,401677563,,
"66973",66973,Mk10,DS,2,0,1,91,91,05:12:41 28-Apr-2014,R,A,60.82833481,-178.08999634,,,,,401677557,,
"66973",66973,Mk10,DS,6,0,2,91,91,05:35:11 28-Apr-2014,A,3,60.83388901,-178.08694458,,,,,401677560,,
"66973",66973,Mk10,DS,4,0,1,121,91,05:50:21 28-Apr-2014,L,3,60.83611298,-178.08555603,,,,,401677561,,
"66973",66973,Mk10,DS,4,0,1,151,91,06:50:15 28-Apr-2014,R,3,60.84638977,-178.08222961,,,,,401677561,,
"66973",66973,Mk10,DS,6,0,1,87,62,07:10:28 28-Apr-2014,A,2,60.84999847,-178.09916687,,,,,401677562,,
"66973",66973,Mk10,DS,4,0,0,206,99,07:34:07 28-Apr-2014,L,1,60.85527802,-178.12055969,,,,,401677573,,
"66973",66973,Mk10,DS,1,0,0,,,08:05:30 28-Apr-2014,B,B,60.85777664,-178.09693909,,,,,401677581,,
"66973",66973,Mk10,DS,4,0,1,129,97,08:31:03 28-Apr-2014,R,3,60.86194611,-178.09083557,,,,,401677583,,
"66973",66973,Mk10,DS,7,0,3,115,91,08:49:56 28-Apr-2014,A,3,60.86388779,-178.08277893,,,,,401677580,,
"66973",66973,Mk10,DS,4,0,0,91,91,09:15:08 28-Apr-2014,L,2,60.87027740,-178.08860779,,,,,401677579,,
"66973",66973,Mk10,DS,1,0,0,,,00:00:47 29-Apr-2014,N,B,61.01166534,-177.94277954,,,,,401677527,,
"66973",66973,Mk10,DS,7,0,2,91,91,00:14:26 29-Apr-2014,A,2,60.98444366,-177.98750305,,,,,401677520,,
"66973",66973,Mk10,DS,6,0,1,91,91,00:21:16 29-Apr-2014,P,1,60.98277664,-177.97416687,,,,,401677519,,
"66973",66973,Mk10,DS,3,0,1,136,91,00:41:44 29-Apr-2014,L,A,60.98055649,-177.97860718,,,,,401677523,,
"66973",66973,Mk10,DS,3,0,0,182,91,01:10:33 29-Apr-2014,K,A,60.98860931,-177.97944641,,,,,401677535,,
"66973",66973,Mk10,DS,5,0,1,113,91,01:34:49 29-Apr-2014,N,2,60.98527908,-177.99389648,,,,,401677533,,
"66973",66973,Mk10,DS,4,0,1,91,91,01:56:03 29-Apr-2014,A,0,61.00388718,-178.00027466,,,,,401677534,,
"66973",66973,Mk10,DS,3,0,0,91,91,02:02:53 29-Apr-2014,P,1,61.00027847,-178.00694275,,,,,401677525,,
"66973",66973,Mk10,DS,6,0,1,291,91,02:53:05 29-Apr-2014,K,2,60.99944305,-177.98750305,,,,,401677532,,
"66973",66973,Mk10,DS,3,0,0,182,182,03:17:57 29-Apr-2014,N,A,61.01111221,-177.95582581,,,,,401677538,,
"66973",66973,Mk10,DS,6,0,0,91,91,04:31:31 29-Apr-2014,K,3,61.02611160,-177.93722534,,,,,401677557,,
"66973",66973,Mk10,DS,2,0,0,91,91,04:39:06 29-Apr-2014,R,B,61.01944351,-177.93722534,,,,,401677555,,
"66973",66973,Mk10,DS,4,0,0,121,91,04:59:34 29-Apr-2014,N,3,61.02777863,-177.92750549,,,,,401677560,,
"66973",66973,Mk10,DS,1,0,1,,,05:14:44 29-Apr-2014,A,B,61.02277756,-177.92944336,,,,,401677562,,
"66973",66973,Mk10,DS,4,0,1,151,91,05:39:00 29-Apr-2014,L,3,61.03694534,-177.91250610,,,,,401677561,,
"66973",66973,Mk10,DS,2,0,2,91,91,06:05:33 29-Apr-2014,B,B,61.03861237,-177.90277100,,,,,401677562,,
"66973",66973,Mk10,DS,5,0,2,113,91,06:19:21 29-Apr-2014,R,3,61.04083252,-177.88861084,,,,,401677561,,
"66973",66973,Mk10,DS,3,0,1,91,91,06:53:19 29-Apr-2014,A,A,61.04555511,-177.87583923,,,,,401677559,,
"66973",66973,Mk10,DS,2,0,0,91,91,07:20:38 29-Apr-2014,L,B,61.04639053,-177.85667419,,,,,401677558,,
"66973",66973,Mk10,DS,5,0,2,113,91,07:47:19 29-Apr-2014,B,3,61.04472351,-177.84527588,,,,,401677559,,
"66973",66973,Mk10,DS,2,0,0,91,91,07:57:47 29-Apr-2014,R,B,61.04555511,-177.84222412,,,,,401677560,,
"66973",66973,Mk10,DS,5,0,0,91,91,08:31:09 29-Apr-2014,A,3,61.04194260,-177.83111572,,,,,401677560,,
"66973",66973,Mk10,DS,2,0,2,91,91,00:01:35 30-Apr-2014,A,B,61.04750061,-177.83444214,,,,,401677539,,
"66973",66973,Mk10,DS,6,0,0,91,91,00:02:20 30-Apr-2014,P,2,61.10833359,-177.94166565,,,,,401677565,,
"66973",66973,Mk10,DS,8,0,0,182,91,00:31:09 30-Apr-2014,L,3,61.11277771,-177.94528198,,,,,401677566,,
"66973",66973,Mk10,DS,1,0,0,,,01:30:39 30-Apr-2014,N,B,61.11360931,-177.93804932,,,,,401677584,,
"66973",66973,Mk10,DS,5,0,1,85,48,01:52:41 30-Apr-2014,P,1,61.12777710,-177.98832703,,,,,401677582,,
"66973",66973,Mk10,DS,2,0,0,226,226,02:11:01 30-Apr-2014,L,B,61.13194275,-177.98472595,,,,,401677587,,
"66973",66973,Mk10,DS,2,0,1,438,438,03:06:52 30-Apr-2014,N,B,61.13249969,-178.01333618,,,,,401677584,,
"66973",66973,Mk10,DS,1,0,1,,,03:36:28 30-Apr-2014,P,B,61.13388824,-178.01138306,,,,,401677581,,
"66973",66973,Mk10,DS,1,0,0,,,03:52:07 30-Apr-2014,L,B,61.13639069,-178.01138306,,,,,401677588,,
"66973",66973,Mk10,DS,1,0,1,,,04:07:53 30-Apr-2014,K,B,61.13833237,-178.01055908,,,,,401677593,,
"66973",66973,Mk10,DS,7,0,2,60,45,04:52:19 30-Apr-2014,N,1,61.15111160,-178.00917053,,,,,401677579,,
"66973",66973,Mk10,DS,6,0,0,66,45,04:52:47 30-Apr-2014,A,3,61.13777924,-178.02221680,,,,,401677584,,
"66973",66973,Mk10,DS,3,0,2,185,158,05:29:04 30-Apr-2014,L,A,61.15166855,-178.02694702,,,,,401677587,,
"66973",66973,Mk10,DS,1,0,1,,,05:52:46 30-Apr-2014,B,B,61.15555573,-178.02861023,,,,,401677582,,
"66973",66973,Mk10,DS,1,0,1,,,05:52:46 30-Apr-2014,R,B,61.15250015,-178.02583313,,,,,401677582,,
"66973",66973,Mk10,DS,1,0,1,,,05:52:46 30-Apr-2014,K,B,61.15361023,-178.02777100,,,,,401677584,,
"66973",66973,Mk10,DS,3,0,1,351,144,07:04:48 30-Apr-2014,L,A,61.15750122,-177.99749756,,,,,401677584,,
"66973",66973,Mk10,DS,6,0,4,130,47,07:25:08 30-Apr-2014,B,1,61.15583420,-177.97917175,,,,,401677583,,
"66973",66973,Mk10,DS,6,0,3,130,46,07:26:53 30-Apr-2014,R,2,61.16166687,-177.98110962,,,,,401677581,,
"66973",66973,Mk10,DS,5,0,1,177,78,08:06:46 30-Apr-2014,A,1,61.15166855,-177.97166443,,,,,401677582,,
"66973",66973,Mk10,DS,4,0,0,186,121,08:50:08 30-Apr-2014,L,3,61.14749908,-177.98138428,,,,,401677582,,
"66973",66973,Mk10,DS,5,0,0,124,110,09:05:02 30-Apr-2014,R,2,61.13694382,-177.98832703,,,,,401677585,,
